Station,Code,In station_base,In output,Shared by both,shared_by_all_three,in_sh_price_info,lng,lat,Province,Geographical Zone,City,District,Address
黄山,HKH,True,True,True,False,False,118.322653,29.722584,安徽省,华东,黄山市,屯溪区,黄山市-屯溪区-站前路4号
承德东,CCP,True,True,True,False,False,117.990315,40.889129,河北省,华北,承德市,双桥区,承德市-双桥区-大石庙镇
宁安,NAB,True,True,True,False,False,129.462538,44.359919,黑龙江省,东北,牡丹江市,宁安市,牡丹江市-宁安市-宁安镇翰章路30号
戚墅堰,QYH,True,True,True,True,True,120.067764,31.722879,江苏省,华东,常州市,武进区,常州市-武进区-泡桐路1号
二连,RLC,True,True,True,False,False,111.986977,43.657528,内蒙古自治区,华北,锡林郭勒盟,二连浩特市,锡林郭勒盟-二连浩特市-迎宾路2号
毕节,,True,False,False,False,False,105.42580798908942,27.267424985021176,贵州省,西南,毕节市,七星关区,毕节市-七星关区-G326(秀河线)
揭阳机场,,True,False,False,False,False,116.517761,23.543007,广东省,华南,揭阳市,榕城区,揭阳市-榕城区-龙潭路
平田,PTM,True,True,True,False,False,104.506126,25.8354,贵州省,西南,六盘水市,盘州市,六盘水市-盘州市
三门峡南,SCF,True,True,True,True,True,111.160323,34.74953,河南省,华中,三门峡市,陕州区,三门峡市-陕州区-迎宾大道
缙云,JYH,True,True,True,False,False,120.095244,28.660542,浙江省,华东,丽水市,缙云县,丽水市-缙云县-仙都路
英吉沙,YIR,True,True,True,False,False,76.17194676153466,38.973520134351695,新疆维吾尔自治区,西北,喀什地区,英吉沙县,喀什地区-英吉沙县-友谊路
贵阳东,KEW,True,True,True,True,True,106.732121,26.546667,贵州省,西南,贵阳市,乌当区,贵阳市-乌当区-东二环
平安驿,PNO,True,True,True,False,False,102.109187,36.505298,青海省,西北,海东市,平安区,海东市-平安区-古驿大道202号
康金井,KJB,True,True,True,False,False,126.817139,46.196625,黑龙江省,东北,哈尔滨市,呼兰区,哈尔滨市-呼兰区-康金镇民主街
来宾北,UCZ,True,True,True,True,True,109.241473,23.753485,广西壮族自治区,华南,来宾市,兴宾区,来宾市-兴宾区-东环大道
长发屯,,True,False,False,False,False,130.489929,46.742256,黑龙江省,东北,佳木斯市,郊区,佳木斯市-郊区-长发屯镇
青龙,QIB,True,True,True,False,False,118.947033,40.406548,黑龙江省,东北,鸡西市,麻山区,鸡西市-麻山区-青龙村
桥头,QAT,True,True,True,False,False,119.242294,32.174259,广东省,华南,深圳市,宝安区,
上腰墩,SPJ,True,True,True,False,False,102.832901,37.773502,甘肃省,西北,武威市,凉州区,武威市-凉州区-河东乡金色大道
羊臼河,YHM,True,True,True,False,False,101.832809,25.497282,云南省,西南,楚雄彝族自治州,牟定县,楚雄彝族自治州-牟定县-安乐乡
敖头,,True,False,False,False,False,114.561096,28.454973,黑龙江省,东北,牡丹江市,海林市,牡丹江市-海林市-海林镇
独山,RWW,True,True,True,False,False,107.547856,25.864513,贵州省,西南,黔南布依族苗族自治州,独山县,黔南布依族苗族自治州-独山县-麻万镇
万源,WYY,True,True,True,True,True,108.042949,32.083445,四川省,西南,达州市,万源市,达州市-万源市-太平镇秦川大道
磐石,PSL,True,True,True,True,True,126.067599,42.928583,吉林省,东北,吉林市,磐石市,吉林市-磐石市-站前路1号
桑根达来,OGC,True,True,True,False,False,115.939278,42.675968,内蒙古自治区,华北,锡林郭勒盟,正蓝旗,锡林郭勒盟-正蓝旗-桑根达来镇
大足南,FQW,True,True,True,False,False,105.745742,29.421064,重庆市,西南,重庆市,大足区,重庆市-大足区-邮亭镇烈火村1组
任家店,,True,False,False,False,False,119.385765,40.810009,陕西省,西北,宝鸡市,凤县,
亮甲店,LRT,True,True,True,False,False,121.941345,39.213215,辽宁省,东北,大连市,金州区,大连市-金州区-富民街
贵定南,IDW,True,True,True,False,False,107.189962,26.346236,贵州省,西南,黔南布依族苗族自治州,贵定县,黔南布依族苗族自治州-贵定县-X922(安定路)
新林,XPX,True,True,True,False,False,124.412437,51.68058,黑龙江省,东北,牡丹江市,海林市,牡丹江市-海林市-大海林林业局新林村站
帽儿山,MRB,True,True,True,False,False,127.519112,45.277557,黑龙江省,东北,哈尔滨市,尚志市,哈尔滨市-尚志市-帽儿山镇铁路街
亚布力西,YSB,True,True,True,False,False,98.936874,27.155647,黑龙江省,东北,哈尔滨市,尚志市,哈尔滨市-尚志市-亚雪公路
寒葱沟,HKB,True,True,True,False,False,134.157761,47.971668,黑龙江省,东北,佳木斯市,抚远市,佳木斯市-抚远市-寒葱沟镇
南洼,,True,False,False,False,False,119.380745,41.541927,辽宁省,东北,朝阳市,建平县,朝阳市-建平县-沙海镇南洼屯
渠黎,QLZ,True,True,True,False,False,107.792732,22.553907,广西壮族自治区,华南,崇左市,扶绥县,崇左市-扶绥县-渠黎镇舞龙街6号
定远,EWH,True,True,True,True,True,117.842114,32.575136,安徽省,华东,滁州市,定远县,滁州市-定远县-池河镇北京路
高楼房,GFM,True,True,True,False,False,117.698555,33.844589,四川省,西南,泸州市,龙马潭区,
沙海,SED,True,True,True,False,False,119.46656,41.497841,辽宁省,东北,朝阳市,建平县,朝阳市-建平县-东明路北200米
依安,YAX,True,True,True,False,False,125.286667,47.874459,黑龙江省,东北,齐齐哈尔市,依安县,齐齐哈尔市-依安县-齐北公路
三道湖,SDL,True,True,True,False,False,126.615799,42.281494,吉林省,东北,白山市,靖宇县,白山市-靖宇县-三道湖镇
杭锦旗,,True,False,False,False,False,107.036194,40.269719,内蒙古自治区,华北,鄂尔多斯市,杭锦旗,鄂尔多斯市-杭锦旗-巴拉贡镇
唐海南,IEP,True,True,True,False,False,110.160217,19.959281,河北省,华北,唐山市,曹妃甸区,唐山市-曹妃甸区-四农场
沙后所,SSD,True,True,True,False,False,120.559586,40.478745,辽宁省,东北,葫芦岛市,兴城市,葫芦岛市-兴城市-沙后所镇西关村
东大坝,,True,False,False,False,False,117.825333,41.665043,河北省,华北,承德市,隆化县,承德市-隆化县-唐三营镇东大坝村
西八里,XLP,True,True,True,False,False,115.345146,40.438995,河北省,华北,张家口市,怀来县,张家口市-怀来县-西八里镇
牧原,,True,False,False,False,False,121.133904,49.409302,内蒙古自治区,华北,呼伦贝尔市,牙克石市,呼伦贝尔市-牙克石市-302县道附近
容县,RXZ,True,True,True,True,True,110.532229,22.859001,广西壮族自治区,华南,玉林市,容县,玉林市-容县-火车站
带岭,DLB,True,True,True,False,False,129.020471,47.023026,黑龙江省,东北,伊春市,大箐山县,伊春市-大箐山县-带岭街道迎宾路2号附近
神头,SEV,True,True,True,False,False,112.550964,39.361015,山西省,华北,朔州市,朔城区,朔州市-朔城区-神头镇神朔大道南50米
宜耐,YVM,True,True,True,False,False,103.605568,24.846239,云南省,西南,昆明市,石林彝族自治县,昆明市-石林彝族自治县-北召公路宜奈村
韶山,SSQ,True,True,True,False,False,112.529943,27.920437,湖南省,华中,湘潭市,韶山市,湘潭市-韶山市-车站路
吉舒,JSL,True,True,True,False,False,126.802551,44.288155,吉林省,东北,吉林市,舒兰市,吉林市-舒兰市-迎宾路2号
宜春,YEG,True,True,True,True,True,114.436609,27.789301,江西省,华东,宜春市,袁州区,宜春市-袁州区-宜浦路
柏果,BGM,True,True,True,False,False,104.503342,26.000961,贵州省,西南,六盘水市,盘州市,六盘水市-盘州市-柏果镇
清华园,QHP,True,True,True,False,False,116.339348,39.982262,甘肃省,西北,白银市,靖远县,
吴家川,WCJ,True,True,True,False,False,104.541061,36.662785,甘肃省,西北,白银市,靖远县,白银市-靖远县-吴家川
平遥古城,PDV,True,True,True,False,False,112.181885,37.192699,山西省,华北,晋中市,平遥县,晋中市-平遥县-文景大道
通沟,TOL,True,True,True,False,False,125.719879,41.951832,吉林省,东北,通化市,柳河县,通化市-柳河县-柳南乡
涪陵北,FEW,True,True,True,True,True,107.277842,29.770109,重庆市,西南,重庆市,涪陵区,重庆市-涪陵区-太白大道
大湾子,DFM,True,True,True,False,False,101.821533,26.001917,云南省,西南,临沧市,临翔区,
宿松,OAH,True,True,True,False,False,116.11062401821208,30.23541151293425,安徽省,华东,安庆市,宿松县,安庆市-宿松县-破凉镇通站公路
莱芜东,LWK,True,True,True,False,False,117.693902,36.229218,山东省,华东,济南市,莱芜区,济南市-莱芜区-大桥北路
兴和北,,True,False,False,False,False,113.846052,40.888144,内蒙古自治区,华北,乌兰察布市,兴和县,乌兰察布市-兴和县-孙习夭子村
老边,LLT,True,True,True,False,False,122.368482,40.674796,辽宁省,东北,营口市,老边区,营口市-老边区-311省道东150米
平泉,PQP,True,True,True,False,False,118.700127,40.999571,河北省,华北,承德市,平泉市,承德市-平泉市-东城路
普洱渡,,True,False,False,False,False,100.972569814728,22.830979186010275,云南省,西南,昭通市,盐津县,昭通市-盐津县-普洱镇018乡道
高山子,GSD,True,True,True,False,False,122.058289,41.555103,辽宁省,东北,锦州市,北镇市,锦州市-北镇市-高山子镇
三间房,SFX,True,True,True,False,False,123.842773,47.098324,黑龙江省,东北,齐齐哈尔市,昂昂溪区,齐齐哈尔市-昂昂溪区-三间房镇车站街3号
利津南,LNK,True,True,True,False,False,118.174701,37.407299,山东省,华东,东营市,利津县,东营市-利津县-北宋镇洼张村西南
广宁寺南,GNT,True,True,True,False,False,112.4474238750093,23.64103572633298,辽宁省,东北,大连市,金州区,大连市-金州区-赵衣线
阿图什,ATR,True,True,True,False,False,76.222405,39.720217,新疆维吾尔自治区,西北,克孜勒苏柯尔克孜自治州,阿图什市,克孜勒苏柯尔克孜自治州-阿图什市-站前路
建阳,JYS,True,True,True,False,False,118.113796,27.35456,福建省,华东,南平市,建阳区,南平市-建阳区-童游镇站前路与嘉禾北路交汇处
贵定县,KIW,True,True,True,False,False,107.232889,26.557071,贵州省,西南,黔南布依族苗族自治州,贵定县,黔南布依族苗族自治州-贵定县-昌明镇栗山堡
北屯市,BXR,True,True,True,False,False,87.824932,47.353177,新疆维吾尔自治区,西北,,北屯市,北屯市-阿勒泰市北屯市北兴路
横道河子,HDB,True,True,True,False,False,129.074936,44.814274,黑龙江省,东北,牡丹江市,海林市,牡丹江市-海林市-绥满路
高平,GPF,True,True,True,False,False,112.918925,35.801046,山西省,华北,晋城市,高平市,晋城市-高平市-新建路209号
横峰,HFG,True,True,True,True,True,117.601313,28.413322,江西省,华东,上饶市,横峰县,上饶市-横峰县-解放中大道
盘关,PAM,True,True,True,False,False,104.502869,25.890717,贵州省,西南,六盘水市,盘州市,六盘水市-盘州市-212省道
元宝山,YUD,True,True,True,False,False,119.242009,42.234676,内蒙古自治区,华北,赤峰市,元宝山区,赤峰市-元宝山区-元宝山镇玉皇村元平线
雁翅,YAP,True,True,True,False,False,115.897636,40.035076,北京市,华北,北京市,门头沟区,北京市-门头沟区-雁翅镇
临泉,,True,False,False,False,False,115.282621,33.05318,安徽省,华东,阜阳市,临泉县,阜阳市-临泉县-兴泉大道
曹县,CXK,True,True,True,False,False,115.58182,34.825974,山东省,华东,菏泽市,曹县,菏泽市-曹县-迎宾路
平泉北,PBP,True,True,True,False,False,118.673937,40.994122,河北省,华北,承德市,平泉市,承德市-平泉市-西沟西侧
东莞,RTQ,True,True,True,False,False,113.85918,23.089603,广东省,华南,东莞市,,东莞市-石龙镇西湖社区环湖西路
乌兰木图,VLT,True,True,True,False,False,98.48673569929517,36.9357478590324,辽宁省,东北,阜新市,阜新蒙古族自治县,阜新市-阜新蒙古族自治县
海口,VUQ,True,True,True,True,True,110.162028,20.027238,海南省,华南,海口市,秀英区,海口市-秀英区-粤海大道
花土坡,,True,False,False,False,False,103.840668,27.250061,贵州省,西南,毕节市,威宁彝族回族苗族自治县,毕节市-威宁彝族回族苗族自治县
松树台,,True,False,False,False,False,124.046013,41.37854,辽宁省,东北,本溪市,本溪满族自治县,本溪市-本溪满族自治县-小市镇松树台村
老城镇,ACQ,True,True,True,False,False,112.435764,34.685714,海南省,华南,,澄迈县,澄迈县-站前路
石城,SCT,True,True,True,False,False,115.332387,26.179432,辽宁省,东北,丹东市,凤城市,丹东市-凤城市-石城镇三毛线附近
义马,YMF,True,True,True,False,False,111.912713,34.721161,河南省,华中,三门峡市,义马市,三门峡市-义马市-035县道
泔溪,,True,False,False,False,False,108.943329,28.977434,重庆市,西南,重庆市,酉阳土家族苗族自治县,重庆市-酉阳土家族苗族自治县
热水,RSD,True,True,True,False,False,103.149185,24.166782,内蒙古自治区,华北,赤峰市,元宝山区,赤峰市-元宝山区-美丽河镇
内乡,NXF,True,True,True,False,False,111.866174,33.06762,河南省,华中,南阳市,内乡县,南阳市-内乡县-飞龙大道
朝阳湖,CYE,True,True,True,False,False,120.441654,41.578816,四川省,西南,成都市,蒲江县,成都市-蒲江县-杨柳路
头道桥,,True,False,False,False,False,107.144829,40.589386,内蒙古自治区,华北,巴彦淖尔市,杭锦后旗,巴彦淖尔市-杭锦后旗-头道桥镇
福生庄,,True,False,False,False,False,112.462662,40.967979,内蒙古自治区,华北,乌兰察布市,卓资县,乌兰察布市-卓资县-乌兰察布卓资县
向阳,XDB,True,True,True,False,False,132.518429,47.607928,甘肃省,西北,张掖市,肃南裕固族自治县,张掖市-肃南裕固族自治县
涪陵,FLW,True,True,True,True,True,107.333802,29.699223,重庆市,西南,重庆市,涪陵区,重庆市-涪陵区-龙桥镇沙溪沟村
密云北,MUP,True,True,True,False,False,116.862196,40.396836,北京市,华北,北京市,密云区,北京市-密云区-车站路1号
湘乡,XXQ,True,True,True,True,True,112.52937,27.74509,湖南省,华中,湘潭市,湘乡市,湘潭市-湘乡市-东风路与车站路交汇处
宁波东,NVH,True,True,True,False,False,121.596002,29.84047,浙江省,华东,宁波市,海曙区,宁波市-海曙区-南站东路19号
关林,GLF,True,True,True,False,False,112.512993,34.634155,河南省,华中,洛阳市,洛龙区,洛阳市-洛龙区-古城东路与乐天路交叉口东侧
小榆树,,True,False,False,False,False,125.010095,44.122858,黑龙江省,东北,齐齐哈尔市,富裕县,齐齐哈尔市-富裕县-G111(京加线)
苏州新区,ITH,True,True,True,True,True,120.524439,31.371993,江苏省,华东,苏州市,虎丘区,苏州市-虎丘区-城际路
徐家店,HYK,True,True,True,False,False,120.93837,30.113474,山东省,华东,烟台市,海阳市,烟台市-海阳市-徐家店镇徐家店村火车站路1号
六安,UAH,True,True,True,True,True,116.499807,31.715072,安徽省,华东,六安市,裕安区,六安市-裕安区-312国道
玉门,YXJ,True,True,True,False,False,97.044715,40.27285,甘肃省,西北,酒泉市,玉门市,酒泉市-玉门市-昌盛路1号
雁荡山,YGH,True,True,True,True,True,121.152084,28.341667,浙江省,华东,温州市,乐清市,温州市-乐清市-通站路
范家屯,FTT,True,True,True,False,False,125.075851,43.712952,吉林省,东北,长春市,公主岭市,长春市-公主岭市-范家屯镇胜利街
黑井,HIM,True,True,True,False,False,101.742104,25.347868,云南省,西南,楚雄彝族自治州,禄丰市,楚雄彝族自治州-禄丰市-黑井镇黑井村
本溪湖,BHT,True,True,True,False,False,123.767627,41.32764,辽宁省,东北,本溪市,溪湖区,本溪市-溪湖区-站前街
乐昌东,ILQ,True,True,True,False,False,113.395377,25.111665,广东省,华南,韶关市,乐昌市,韶关市-乐昌市-长来镇和村
中台子,,True,False,False,False,False,118.356308,42.210354,内蒙古自治区,华北,赤峰市,松山区,赤峰市-松山区-中台子站
大屯,DNT,True,True,True,False,False,125.164581,43.780445,吉林省,东北,长春市,绿园区,长春市-绿园区-朝阳区富锋镇环山路600号
虎石台,HUT,True,True,True,False,False,123.51392120407762,41.95110714241839,辽宁省,东北,沈阳市,沈北新区,沈阳市-沈北新区-虎石台镇建设南一路1号
喀左,KZT,True,True,True,False,False,119.738886,41.125158,辽宁省,东北,朝阳市,喀喇沁左翼蒙古族自治县,朝阳市-喀喇沁左翼蒙古族自治县-金杖子东北侧
旺苍,WEW,True,True,True,False,False,106.266173,32.228845,四川省,西南,广元市,旺苍县,广元市-旺苍县-白马路
枣阳,ZYN,True,True,True,True,True,112.760086,32.069666,湖北省,华中,襄阳市,枣阳市,襄阳市-枣阳市-车站路
绥芬河,SFB,True,True,True,False,False,131.136881,44.406557,黑龙江省,东北,牡丹江市,绥芬河市,牡丹江市-绥芬河市-乌苏里大街
金山园区,,True,False,False,False,False,121.368087,30.830276,上海市,华东,上海市,金山区,上海市-金山区-漕泾镇天工路
长河碥,,True,False,False,False,False,105.780144,29.415344,重庆市,西南,重庆市,巴南区,
漳州东,GOS,True,True,True,False,False,117.74462,24.564945,福建省,华东,漳州市,龙文区,漳州市-龙文区-郭坑镇
安仁,ARG,True,True,True,True,True,113.257169,26.769512,湖南省,华中,郴州市,安仁县,郴州市-安仁县-军山乡站前支路
鹰潭,YTG,True,True,True,True,True,117.028462,28.235518,江西省,华东,鹰潭市,月湖区,鹰潭市-月湖区-四海东路1号
太子城,,True,False,False,False,False,115.181007,30.028362,河北省,华北,张家口市,崇礼区,张家口市-崇礼区-太子城村
荆门,JMN,True,True,True,True,True,112.211674,31.051057,湖北省,华中,荆门市,东宝区,荆门市-东宝区-金龙泉大道4号
博尔塔拉,,True,False,False,False,False,82.066159,44.905588,新疆维吾尔自治区,西北,博尔塔拉蒙古自治州,博乐市,博尔塔拉蒙古自治州-博乐市-G219
鹤山,,True,False,False,False,False,113.083106,22.617986,黑龙江省,东北,黑河市,嫩江市,黑河市-嫩江市-双山镇
洋县西,YXY,True,True,True,True,True,107.523576,33.226709,陕西省,西北,汉中市,洋县,汉中市-洋县-108国道
成高子,CZB,True,True,True,False,False,126.836708,45.699963,黑龙江省,东北,哈尔滨市,香坊区,哈尔滨市-香坊区-成高子镇成高子160号
先锋,NQQ,True,True,True,False,False,133.128708,46.294998,湖南省,华中,长沙市,天心区,长沙市-天心区-中意一路169号
彝良南,,True,False,False,False,False,103.92295940021413,27.51105721178293,云南省,西南,昭通市,彝良县,昭通市-彝良县-昭彝二级公路
阆中,LZE,True,True,True,False,False,105.96405002528304,31.56264184388957,四川省,西南,南充市,阆中市,南充市-阆中市-江南镇金银观村江南大道
新晃西,EWQ,True,True,True,True,True,109.126472,27.380254,湖南省,华中,怀化市,新晃侗族自治县,怀化市-新晃侗族自治县-方家屯村
灵宝西,LPF,True,True,True,True,True,110.689011,34.57664,河南省,华中,三门峡市,灵宝市,三门峡市-灵宝市-连霍高速
高峰,,True,False,False,False,False,125.282532,49.069122,贵州省,西南,安顺市,平坝区,安顺市-平坝区-高峰镇黄猫村
六合,KLH,True,True,True,False,False,118.846098,32.365325,江苏省,华东,南京市,六合区,南京市-六合区-马鞍街道汤营村朱强组
俞冲,,True,False,False,False,False,104.700188,29.217094,四川省,西南,自贡市,自流井区,自贡市-自流井区-伍富路
长征,CZJ,True,True,True,False,False,104.848175,36.723526,甘肃省,西北,白银市,平川区,白银市-平川区-长征东路
嫩江,NGX,True,True,True,False,False,125.248618,49.177833,黑龙江省,东北,黑河市,嫩江市,黑河市-嫩江市-嫩江镇站前大街175号
大成,DCT,True,True,True,False,False,123.350937,41.828239,辽宁省,东北,沈阳市,铁西区,沈阳市-铁西区-明廉街193号
葫芦岛,HLD,True,True,True,True,True,120.869077,40.754423,辽宁省,东北,葫芦岛市,连山区,葫芦岛市-连山区-永昌街
梅州,MOQ,True,True,True,False,False,116.130376,24.258116,广东省,华南,梅州市,梅江区,梅州市-梅江区-彬芳大道南
河间西,HXP,True,True,True,False,False,115.955868,38.504866,河北省,华北,沧州市,河间市,沧州市-河间市-兴村镇
始兴,IPQ,True,True,True,True,True,114.076069,24.96636,广东省,华南,韶关市,始兴县,韶关市-始兴县-太平镇站前路
兴莲,,True,False,False,False,False,130.319595,46.903301,黑龙江省,东北,佳木斯市,郊区,佳木斯市-郊区
叶榭,,True,False,False,False,False,121.329536,30.940374,上海市,华东,上海市,松江区,上海市-松江区-叶榭镇叶权路
泉阳,QYL,True,True,True,False,False,127.54068,42.339668,吉林省,东北,白山市,抚松县,白山市-抚松县-泉阳镇
昭通南,,True,False,False,False,False,103.813002,27.328374,云南省,西南,昭通市,昭阳区,昭通市-昭阳区-小中段
密山西,,True,False,False,False,False,131.823787,45.515102,黑龙江省,东北,鸡西市,密山市,鸡西市-密山市-密山镇新治村
桐柏,TBF,True,True,True,True,True,113.436226,32.389635,河南省,华中,南阳市,桐柏县,南阳市-桐柏县-盘古大道
金州,JZT,True,True,True,True,True,121.726627,39.088389,辽宁省,东北,大连市,金州区,大连市-金州区-友好街
绿潭,,True,False,False,False,False,129.380325,47.115181,黑龙江省,东北,伊春市,南岔县,伊春市-南岔县-南岔区绿潭村
祁阳,QWQ,True,True,True,True,True,111.83187,26.60851,湖南省,华中,永州市,祁阳市,永州市-祁阳市-站前路
石门县北,VFQ,True,True,True,False,False,111.434362,29.599691,湖南省,华中,常德市,石门县,常德市-石门县-石门大道北
二道沙河,,True,False,False,False,False,116.27148178927284,40.13157283143242,内蒙古自治区,华北,包头市,九原区,包头市-九原区-兴胜镇二道沙河村
揭阳,JRQ,True,True,True,False,False,116.370034,23.570759,广东省,华南,揭阳市,揭东区,揭阳市-揭东区-S17(汕昆高速)
神木南,OMY,True,True,True,False,False,110.49925,38.8365,陕西省,西北,榆林市,神木市,榆林市-神木市-神木镇站前路
福利屯,FTB,True,True,True,False,False,131.134445,46.722446,黑龙江省,东北,双鸭山市,集贤县,双鸭山市-集贤县-福利镇福双路
商丘,SQF,True,True,True,True,True,115.658058,34.44619,河南省,华中,商丘市,梁园区,商丘市-梁园区-站前路59号
小寺沟,ESP,True,True,True,False,False,118.645699,40.899517,河北省,华北,承德市,平泉市,承德市-平泉市-平泉县平青乐线
棕溪,ZOY,True,True,True,False,False,109.563744,32.868889,陕西省,西北,安康市,旬阳市,安康市-旬阳市-旬阳县蜀构路
代县,DKV,True,True,True,False,False,112.984503,39.076841,山西省,华北,忻州市,代县,忻州市-代县-雁靖大街东侧
东湾,DRJ,True,True,True,False,False,104.745552,36.651337,甘肃省,西北,白银市,靖远县,白银市-靖远县-东湾镇
榆树屯,YSX,True,True,True,False,False,126.53960936347067,44.84543972769254,黑龙江省,东北,齐齐哈尔市,昂昂溪区,齐齐哈尔市-昂昂溪区-榆树屯乡
神池,SMV,True,True,True,False,False,112.198723,39.082724,山西省,华北,忻州市,神池县,忻州市-神池县-龙泉镇崞水东街
永和,,True,False,False,False,False,121.5245144292108,25.01050445234519,河北省,华北,承德市,承德县,承德市-承德县-甲山镇X553(东北线)
小金口,NKQ,True,True,True,False,False,114.42387601673212,23.157857605579647,广东省,华南,惠州市,惠城区,惠州市-惠城区-惠州大道与小金口立交交叉路口往北约220米
延吉西,YXL,True,True,True,False,False,129.415089,42.903969,吉林省,东北,延边朝鲜族自治州,延吉市,延边朝鲜族自治州-延吉市-朝阳川镇经济技术开发区延三公路
永福南,YBZ,True,True,True,True,True,109.999605,24.998702,广西壮族自治区,华南,桂林市,永福县,桂林市-永福县-迎宾路159号
阿金,AJD,True,True,True,False,False,121.754883,42.043633,辽宁省,东北,阜新市,阜新蒙古族自治县,阜新市-阜新蒙古族自治县-人民大街
海门,HMU,True,True,True,False,False,121.281853,31.897691,江苏省,华东,南通市,海门区,南通市-海门区-海门市新占路
保定东,BMP,True,True,True,False,False,115.601259,38.864107,河北省,华北,保定市,清苑区,保定市-清苑区-开泰街
清河门,QHD,True,True,True,False,False,121.420329,41.776846,辽宁省,东北,阜新市,清河门区,阜新市-清河门区-新昌路
四棵树,,True,False,False,False,False,94.125969,42.132755,河南省,华中,南阳市,方城县,
巨宝,JRT,True,True,True,False,False,123.480553,44.716003,黑龙江省,东北,齐齐哈尔市,甘南县,齐齐哈尔市-甘南县-巨兴街
汤逊湖,THN,True,True,True,False,False,114.384979,30.443527,湖北省,华中,武汉市,江夏区,武汉市-江夏区-民族大道
应县,YZV,True,True,True,True,True,113.191099,39.554247,山西省,华北,朔州市,应县,朔州市-应县-薛家营村水库西900米
哈尔滨北,HTB,True,True,True,False,False,126.539635,45.849041,黑龙江省,东北,哈尔滨市,松北区,哈尔滨市-松北区-利民大道西侧
桦南,HNB,True,True,True,False,False,130.583126,46.244254,黑龙江省,东北,佳木斯市,桦南县,佳木斯市-桦南县-桦南镇铁西街1号
马三家,MJT,True,True,True,False,False,123.237511,41.898613,辽宁省,东北,沈阳市,于洪区,沈阳市-于洪区-马三家镇御道西路
杏树,XSB,True,True,True,False,False,130.563507,45.92289,黑龙江省,东北,七台河市,勃利县,七台河市-勃利县-共青团路与003乡道交叉口西150米
水地,,True,False,False,False,False,119.164467,42.352283,内蒙古自治区,华北,赤峰市,松山区,赤峰市-松山区-水地站
蔺家楼,ULK,True,True,True,False,False,117.575531,36.252274,山东省,华东,济南市,莱芜区,济南市-莱芜区-蔺家楼
岳家井,YGJ,True,True,True,False,False,101.891617,38.470776,内蒙古自治区,华北,阿拉善盟,阿拉善左旗,阿拉善盟-阿拉善左旗-巴盟阿拉善左旗
建宁县北,JCS,True,True,True,True,True,116.871363,26.915431,福建省,华东,三明市,建宁县,三明市-建宁县-北部黄坊乡武调村
通海,TAM,True,True,True,False,False,102.668498,24.116393,云南省,西南,玉溪市,通海县,玉溪市-通海县-九街镇
广安,VJW,True,True,True,False,False,106.896619,30.493585,四川省,西南,广安市,前锋区,广安市-前锋区-前锋镇石溪路
英德,YDQ,True,True,True,False,False,113.438832,24.159299,广东省,华南,清远市,英德市,清远市-英德市-大站镇广场南街
常德,VGQ,True,True,True,False,False,111.694993,29.070487,湖南省,华中,常德市,武陵区,常德市-武陵区-武陵大道
兴城,XCD,True,True,True,True,True,120.702488,40.623738,辽宁省,东北,葫芦岛市,兴城市,葫芦岛市-兴城市-宁远街站前路
五家,WUB,True,True,True,False,False,125.68383,44.967258,吉林省,东北,松原市,扶余市,松原市-扶余市
蓬莱市,POK,True,True,True,False,False,120.758848,37.810661,山东省,华东,烟台市,蓬莱区,烟台市-蓬莱区-蓬丰线站前广场旁
四马架,,True,False,False,False,False,130.634216,46.780647,黑龙江省,东北,佳木斯市,桦川县,佳木斯市-桦川县-四马架乡
金马村,JMM,True,True,True,False,False,104.78791586853468,30.48221180234713,云南省,西南,昆明市,官渡区,昆明市-官渡区-阿拉乡金马村
旌德,NSH,True,True,True,False,False,118.529048,30.291845,安徽省,华东,宣城市,旌德县,宣城市-旌德县-江村大道
共青城,GAG,True,True,True,True,True,115.775388,29.24251,江西省,华东,九江市,共青城市,九江市-共青城市-发展大道
蛟河西,JOL,True,True,True,False,False,127.344501,43.723713,吉林省,东北,吉林市,蛟河市,吉林市-蛟河市-302国道
融水,RSZ,True,True,True,False,False,109.240088,25.071273,广西壮族自治区,华南,柳州市,融水苗族自治县,柳州市-融水苗族自治县-大旗山路31号
日照西,KZK,True,True,True,True,True,119.420097,35.390972,山东省,华东,日照市,东港区,日照市-东港区-天津路
顺德学院,OJQ,True,True,True,False,False,113.319415,22.822657,广东省,华南,佛山市,顺德区,佛山市-顺德区-南国东路与广珠西线高速交叉口西行约500米
龙洞堡,FVW,True,True,True,False,False,106.365402,32.12796,贵州省,西南,贵阳市,南明区,贵阳市-南明区-贵阳龙洞堡国际机场2号航站楼B2层
乌审旗,,True,False,False,False,False,108.817607,38.604136,内蒙古自治区,华北,鄂尔多斯市,乌审旗,鄂尔多斯市-乌审旗
石岭,SOL,True,True,True,False,False,124.704498,43.091869,吉林省,东北,四平市,铁东区,四平市-铁东区-梨树县石岭西街23号
煤田,,True,False,False,False,False,121.319862,49.479477,内蒙古自治区,华北,呼伦贝尔市,牙克石市,呼伦贝尔市-牙克石市-乌尔旗汗镇302县道附近
嘉峪关南,JBJ,True,True,True,True,True,98.310337,39.718095,甘肃省,西北,嘉峪关市,,嘉峪关市-镜铁区文殊镇雄关大道1号
岭北,,True,False,False,False,False,121.760963,50.307461,内蒙古自治区,华北,呼伦贝尔市,牙克石市,呼伦贝尔市-牙克石市-图里镇302县道附近
