origin_station,destination_station,code
红兴隆,福利屯,4134
福利屯,笔架山,4134
笔架山,丰乐镇,4134
丰乐镇,太平镇,4134
太平镇,佳木斯,4134
佳木斯,笔架山,4135
红兴隆,新友谊,4135
新友谊,富锦,4135
富锦,建三江,4135
建三江,换新天,4135
换新天,前进镇,4135
前进镇,换新天,4136
富锦,新友谊,4136
新友谊,红兴隆,4136
红兴隆,福利屯,4136
福利屯,丰乐镇,4136
丰乐镇,太平镇,4136
太平镇,佳木斯,4136
牡丹江,柴河,4171
宝林,楚山,4171
楚山,向阳,4171
向阳,林口,4171
林口,古城镇,4171
古城镇,亚河,4171
亚河,青山,4171
青山,佛岭,4171
佛岭,通天屯,4171
通天屯,勃利,4171
勃利,杏树,4171
杏树,桦南,4171
桦南,申家店,4171
申家店,佳木斯,4171
佳木斯,莲江口,4171
莲江口,鹤岗,4171
鹤岗,佳木斯,4172
佳木斯,五林,4172
五林,牡丹江,4172
牡丹江,宁安,4172
宁安,东京城,4172
牡丹江,五林,4173
五林,佳木斯,4173
佳木斯,长发屯,4174
孟家岗,桦南,4174
桦南,杏树,4174
杏树,大西,4174
大西,勃利,4174
勃利,通天屯,4174
通天屯,佛岭,4174
佛岭,虎山,4174
虎山,青山,4174
青山,亚河,4174
亚河,古城镇,4174
古城镇,林口,4174
林口,向阳,4174
向阳,楚山,4174
楚山,宝林,4174
宝林,朱家沟,4174
朱家沟,五林,4174
五林,柴河,4174
柴河,牡丹江,4174
阿尔山北,杜拉尔,4179
杜拉尔,罕达盖,4179
罕达盖,道劳杜,4179
道劳杜,巴日图,4179
巴日图,温根托海,4179
温根托海,辉河,4179
辉河,德仁,4179
德仁,伊敏索木,4179
伊敏索木,伊敏,4179
伊敏,海拉尔,4179
海拉尔,伊敏,4180
伊敏,伊敏索木,4180
伊敏索木,德仁,4180
德仁,辉河,4180
辉河,温根托海,4180
温根托海,巴日图,4180
巴日图,道劳杜,4180
道劳杜,罕达盖,4180
罕达盖,杜拉尔,4180
杜拉尔,阿尔山北,4180
海拉尔,扎赉诺尔西,4185
扎赉诺尔西,满洲里,4185
满洲里,扎赉诺尔西,4186
扎赉诺尔西,完工,4186
完工,乌固诺尔,4186
乌固诺尔,海拉尔,4186
齐齐哈尔,榆树屯,4187
虎尔虎拉,龙江,4187
龙江,碾子山,4187
碾子山,扎兰屯,4187
扎兰屯,哈拉苏,4187
哈拉苏,巴林,4187
巴林,喇嘛山,4187
喇嘛山,雅鲁,4187
雅鲁,博克图,4187
博克图,乌奴耳,4187
乌奴耳,免渡河,4187
免渡河,牙克石,4187
牙克石,大雁,4187
大雁,扎罗木得,4187
扎罗木得,海拉尔,4187
海拉尔,完工,4187
完工,嵯岗,4187
嵯岗,扎赉诺尔西,4187
扎赉诺尔西,满洲里,4187
满洲里,扎赉诺尔西,4188
嵯岗,赫尔洪得,4188
赫尔洪得,完工,4188
完工,乌固诺尔,4188
乌固诺尔,海拉尔,4188
海拉尔,大雁,4188
大雁,牙克石,4188
牙克石,免渡河,4188
免渡河,博克图,4188
博克图,沟口,4188
沟口,巴林,4188
巴林,哈拉苏,4188
哈拉苏,扎兰屯,4188
扎兰屯,碾子山,4188
碾子山,龙江,4188
龙江,虎尔虎拉,4188
虎尔虎拉,富拉尔基,4188
富拉尔基,昂昂溪,4188
昂昂溪,齐齐哈尔,4188
海拉尔,扎赉诺尔西,4191
满洲里,扎赉诺尔西,4192
鞍山,辽阳,4215
苏家屯,沈阳,4215
沈阳,沈阳北,4215
沈阳北,沈阳,4216
鞍山,海城,4216
海城,盘锦,4216
盘锦,山海关,4216
山海关,秦皇岛,4216
秦皇岛,昌黎,4216
昌黎,滦县,4216
滦县,唐山北,4216
唐山北,三河县,4216
三河县,燕郊,4216
燕郊,北京,4216
营口,老边,4229
海城,鞍山,4229
鞍山,辽阳,4229
辽阳,灯塔,4229
灯塔,苏家屯,4229
苏家屯,沈阳,4229
沈阳,苏家屯,4230
辽阳,鞍山,4230
鞍山,海城,4230
海城,大石桥,4230
大石桥,老边,4230
老边,营口,4230
通化,白山市,4245
松树镇,仙人桥,4245
仙人桥,松江河,4245
松江河,泉阳,4245
泉阳,露水河,4245
露水河,白河,4245
白河,露水河,4246
松江河,仙人桥,4246
仙人桥,松树镇,4246
松树镇,江源,4246
江源,白山市,4246
白山市,通化,4246
通化,水洞,4247
水洞,道清,4247
道清,老营,4247
老营,白山市,4247
南芬,桥头,4248
安平,辽阳,4248
辽阳,安平,4249
叶柏寿,凌源东,4255
三十家,刀尔登,4255
刀尔登,金杖子,4255
金杖子,建昌,4255
建昌,南桥,4255
南桥,柳树屯,4255
柳树屯,锦州,4255
锦州,柳树屯,4256
建昌,金杖子,4256
金杖子,刀尔登,4256
刀尔登,三十家,4256
三十家,凌源,4256
凌源,凌源东,4256
凌源东,叶柏寿,4256
长春,米沙子,4305
布海,德惠,4305
德惠,达家沟,4305
达家沟,姚家,4305
姚家,陶赖昭,4305
陶赖昭,五棵树,4305
五棵树,榆树,4305
榆树,舒兰,4305
舒兰,榆树,4306
达家沟,德惠,4306
德惠,布海,4306
布海,沃皮,4306
沃皮,米沙子,4306
米沙子,长春,4306
阜新南,通辽,4309
通辽,甘旗卡,4310
甘旗卡,彰武,4310
彰武,新立屯,4310
新立屯,阜新南,4310
阜新南,清河门北,4310
清河门北,义县,4310
义县,锦州,4310
锦州,葫芦岛,4310
葫芦岛,兴城,4310
兴城,绥中,4310
绥中,山海关,4310
山海关,滦县,4310
滦县,唐山,4310
唐山,天津,4310
天津,沧州,4310
沧州,德州,4310
德州,济南,4310
济南,泰山,4310
泰山,兖州,4310
兖州,滕州,4310
滕州,徐州,4310
徐州,宿州,4310
宿州,蚌埠,4310
蚌埠,滁州北,4310
滁州北,南京,4310
南京,丹阳,4310
丹阳,常州,4310
常州,无锡,4310
无锡,苏州,4310
苏州,上海,4310
本溪,偏岭,4315
偏岭,小市,4315
小市,偏岭,4316
偏岭,本溪,4316
本溪,桥头,4321
本溪,石桥子,4322
陈相屯,苏家屯,4322
苏家屯,沈阳,4322
沈阳,苏家屯,4325
姚千户屯,石桥子,4325
石桥子,本溪,4325
本溪,桥头,4325
桥头,南芬,4325
南芬,下马塘,4325
下马塘,连山关,4325
连山关,祁家堡,4325
祁家堡,草河口,4325
草河口,通远堡,4325
通远堡,刘家河,4325
刘家河,凤凰城,4325
凤凰城,刘家河,4326
草河口,祁家堡,4326
祁家堡,连山关,4326
连山关,下马塘,4326
下马塘,南芬,4326
南芬,本溪,4326
本溪,石桥子,4326
石桥子,姚千户屯,4326
姚千户屯,陈相屯,4326
陈相屯,苏家屯,4326
苏家屯,沈阳,4326
叶柏寿,沙海,4327
二龙,汐子,4327
汐子,乃林,4327
乃林,平庄北,4327
平庄北,元宝山,4327
元宝山,赤峰南,4327
赤峰南,小河沿,4327
小河沿,四道湾,4327
四道湾,敖汉,4327
敖汉,三义井,4327
三义井,新窝铺,4327
新窝铺,奈曼,4327
奈曼,八仙筒,4327
八仙筒,东明村,4327
东明村,嘎什甸子,4327
嘎什甸子,治安,4327
治安,东来,4327
东来,余粮堡,4327
余粮堡,通辽,4327
赤峰南,元宝山,4328
乃林,汐子,4328
汐子,二龙,4328
二龙,天义,4328
天义,沙海,4328
沙海,叶柏寿,4328
通辽,余粮堡,4330
治安,嘎什甸子,4330
嘎什甸子,东明村,4330
东明村,八仙筒,4330
八仙筒,奈曼,4330
奈曼,新窝铺,4330
新窝铺,三义井,4330
三义井,敖汉,4330
敖汉,四道湾,4330
四道湾,小河沿,4330
小河沿,赤峰南,4330
吉林,吉舒,4341
平安,山河屯,4341
山河屯,平安,4342
吉舒,吉林,4342
吉林,天岗,4343
白石山,黄松甸,4343
黄松甸,黄泥河,4343
黄泥河,敦化,4343
敦化,大石头,4343
大石头,安图,4343
安图,延吉,4343
延吉,图们北,4343
图们北,延吉,4344
大石头,敦化,4344
敦化,黄泥河,4344
黄泥河,黄松甸,4344
黄松甸,白石山,4344
白石山,蛟河,4344
蛟河,天岗,4344
天岗,吉林,4344
通化,水洞,4347
铁厂,果松,4347
果松,黄柏,4347
黄柏,阳岔,4347
阳岔,集安,4347
集安,阳岔,4348
果松,铁厂,4348
铁厂,鸭园,4348
鸭园,水洞,4348
水洞,通化,4348
通化,水洞,4349
白山市,临江,4349
临江,白山市,4350
通化,菇园,4351
菇园,道清,4351
道清,老营,4351
老营,白山市,4351
白山市,临江,4351
临江,石人,4352
石人,白山市,4352
白山市,老营,4352
老营,道清,4352
道清,鸭园,4352
鸭园,水洞,4352
水洞,东通化,4352
东通化,通化,4352
通化,东通化,4361
东通化,铁厂,4361
铁厂,果松,4361
果松,黄柏,4361
黄柏,集安,4361
集安,阳岔,4362
阳岔,黄柏,4362
黄柏,果松,4362
果松,铁厂,4362
铁厂,东通化,4362
东通化,通化,4362
通化,东通化,4363
东通化,铁厂,4363
铁厂,黄柏,4363
黄柏,集安,4363
集安,阳岔,4364
阳岔,黄柏,4364
黄柏,果松,4364
果松,水洞,4364
水洞,东通化,4364
东通化,通化,4364
大同,怀仁,4601
怀仁,岱岳,4601
岱岳,神头,4601
神头,朔州,4601
朔州,宁武,4601
宁武,原平,4601
原平,忻州,4601
忻州,太原东,4601
太原东,太原,4601
太原,榆次,4601
榆次,太谷,4601
太谷,平遥,4601
平遥,介休,4601
介休,临汾,4601
临汾,侯马,4601
侯马,运城,4601
运城,永济,4601
永济,风陵渡,4601
临汾,介休,4602
介休,平遥,4602
平遥,太谷,4602
太谷,榆次,4602
榆次,太原,4602
太原,太原东,4602
太原东,忻州,4602
忻州,原平,4602
原平,轩岗,4602
轩岗,宁武,4602
宁武,朔州,4602
朔州,岱岳,4602
岱岳,怀仁,4602
怀仁,大同,4602
介休,平遥,4606
太谷,榆次,4606
榆次,太原,4606
太原,榆次,4607
榆次,太谷,4607
太谷,祁县,4607
祁县,平遥,4607
平遥,介休,4607
介休,灵石,4607
灵石,霍州,4607
霍州,洪洞,4607
洪洞,临汾,4607
临汾,襄汾,4607
襄汾,侯马,4607
侯马,闻喜,4607
闻喜,运城,4607
运城,永济,4607
永济,运城,4608
运城,闻喜,4608
闻喜,东镇,4608
东镇,侯马,4608
侯马,襄汾,4608
襄汾,临汾,4608
临汾,洪洞,4608
洪洞,霍州,4608
霍州,灵石,4608
灵石,介休,4608
介休,平遥,4608
平遥,祁县,4608
祁县,太谷,4608
太谷,榆次,4608
榆次,太原,4608
太原,太原南,4611
太谷,祁县,4611
祁县,平遥,4611
平遥,张兰,4611
张兰,介休,4611
介休,张兰,4612
祁县,太谷,4612
太谷,榆次,4612
榆次,太原南,4612
太原南,太原,4612
宁武,轩岗,4615
忻州,阳曲,4615
阳曲,太原,4615
太原,阳曲,4616
原平,轩岗,4616
轩岗,宁武,4616
临汾,侯马,4627
闻喜,运城,4627
运城,闻喜,4628
襄汾,临汾,4628
大同,平旺,4629
平旺,怀仁,4629
怀仁,朔州,4629
朔州,神头,4630
神头,怀仁,4630
怀仁,平旺,4630
平旺,大同,4630
太原,榆次,4631
榆次,太谷,4631
太谷,祁县,4631
祁县,平遥,4631
平遥,介休,4631
介休,灵石,4631
灵石,霍州,4631
霍州,洪洞,4631
洪洞,临汾,4631
临汾,洪洞,4632
洪洞,霍州,4632
霍州,灵石,4632
灵石,介休,4632
介休,平遥,4632
平遥,祁县,4632
祁县,太谷,4632
太谷,榆次,4632
榆次,太原,4632
忻州,豆罗,4635
高村,阳曲,4635
阳曲,太原,4635
太原,阳曲,4636
平社,豆罗,4636
豆罗,忻州,4636
太原,太原南,4643
吕梁,汾阳,4644
太原南,太原,4644
南阳,邓州,4741
枣庄西,枣庄东,5005
临沂,兰陵北,5006
枣庄西,枣庄东,5007
临沂,日照,5007
日照,兰陵北,5008
南宁,扶绥,5511
濑湍,崇左,5511
崇左,亭亮,5511
亭亮,宁明,5511
宁明,凭祥,5511
凭祥,宁明,5512
崇左,濑湍,5512
濑湍,渠旧,5512
渠旧,扶绥,5512
扶绥,南宁,5512
南宁,扶绥,5517
宁明,凭祥,5517
凭祥,宁明,5518
扶绥,南宁,5518
重庆北,洛碛,5609
涪陵,白涛,5609
白涛,武隆,5609
武隆,中嘴,5609
中嘴,高谷,5609
高谷,彭水,5609
彭水,保家楼,5609
保家楼,郁山,5609
郁山,黔江,5609
黔江,鱼泉,5609
鱼泉,泔溪,5609
泔溪,酉阳,5609
酉阳,龙池,5609
龙池,秀山,5609
秀山,龙池,5610
泔溪,鱼泉,5610
鱼泉,黔江,5610
黔江,核桃园,5610
核桃园,郁山,5610
郁山,中嘴,5610
中嘴,武隆,5610
武隆,白涛,5610
白涛,涪陵,5610
涪陵,长寿,5610
长寿,洛碛,5610
洛碛,重庆北,5610
内江,椑木镇,5611
迎祥街,隆昌,5611
隆昌,李市镇,5611
李市镇,安富镇,5611
安富镇,广顺场,5611
广顺场,荣昌,5611
荣昌,峰高铺,5611
峰高铺,大足,5611
大足,长河碥,5611
长河碥,双石桥,5611
双石桥,永川,5611
永川,临江场,5611
临江场,柏林,5611
柏林,茨坝,5611
茨坝,朱杨溪,5611
朱杨溪,平等,5611
平等,白沙,5611
白沙,金刚沱,5611
金刚沱,油溪,5611
油溪,古家沱,5611
古家沱,江津,5611
江津,黄磏,5611
黄磏,铜罐驿,5611
铜罐驿,重庆南,5611
重庆南,重庆,5611
重庆,重庆南,5612
黄磏,江津,5612
江津,古家沱,5612
古家沱,油溪,5612
油溪,金刚沱,5612
金刚沱,白沙,5612
白沙,平等,5612
平等,朱杨溪,5612
朱杨溪,茨坝,5612
茨坝,柏林,5612
柏林,临江场,5612
临江场,永川,5612
永川,双石桥,5612
双石桥,长河碥,5612
长河碥,大足,5612
大足,峰高铺,5612
峰高铺,荣昌,5612
荣昌,广顺场,5612
广顺场,安富镇,5612
安富镇,李市镇,5612
李市镇,隆昌,5612
隆昌,迎祥街,5612
迎祥街,双凤驿,5612
双凤驿,椑木镇,5612
椑木镇,内江,5612
重庆,七龙星,5629
夏坝,綦江,5629
綦江,三江,5629
三江,镇紫街,5629
镇紫街,赶水,5629
赶水,石门坎,5629
石门坎,木竹河,5629
木竹河,三元坝,5629
三元坝,蒙渡,5629
蒙渡,太白,5629
太白,九龙塘,5629
九龙塘,大河坝,5629
大河坝,新场,5629
新场,元田坝,5629
元田坝,桐梓,5629
桐梓,红花园,5629
红花园,娄山关,5629
娄山关,汇塘河,5629
汇塘河,松坝,5629
松坝,遵义,5629
遵义,松坝,5630
娄山关,红花园,5630
红花园,桐梓,5630
桐梓,元田坝,5630
元田坝,新场,5630
新场,大河坝,5630
大河坝,九龙塘,5630
九龙塘,太白,5630
太白,蒙渡,5630
蒙渡,三元坝,5630
三元坝,木竹河,5630
木竹河,石门坎,5630
石门坎,赶水,5630
赶水,镇紫街,5630
镇紫街,三江,5630
三江,綦江,5630
綦江,夏坝,5630
夏坝,民福寺,5630
民福寺,七龙星,5630
七龙星,重庆南,5630
重庆南,重庆,5630
普雄,上普雄,5633
尼波,乐武,5633
乐武,红峰,5633
红峰,沙马拉达,5633
沙马拉达,瓦祖,5633
瓦祖,铁口,5633
铁口,新凉,5633
新凉,联合乡,5633
联合乡,喜德,5633
喜德,冕山,5633
冕山,冕宁,5633
冕宁,月华,5633
月华,西昌,5633
西昌,西昌南,5633
西昌南,德昌,5633
德昌,乐跃,5633
乐跃,蒲坝,5633
蒲坝,永郎,5633
永郎,弯坵,5633
弯坵,米易,5633
米易,枣子林,5633
枣子林,桐子林,5633
桐子林,攀枝花,5633
攀枝花,攀枝花南,5633
攀枝花南,攀枝花,5634
枣子林,米易,5634
米易,弯坵,5634
弯坵,永郎,5634
永郎,蒲坝,5634
蒲坝,乐跃,5634
乐跃,德昌,5634
德昌,西昌南,5634
西昌南,西昌,5634
西昌,月华,5634
月华,冕宁,5634
冕宁,冕山,5634
冕山,喜德,5634
喜德,联合乡,5634
联合乡,新凉,5634
新凉,铁口,5634
铁口,瓦祖,5634
瓦祖,沙马拉达,5634
沙马拉达,红峰,5634
红峰,乐武,5634
乐武,尼波,5634
尼波,尔赛河,5634
尔赛河,上普雄,5634
上普雄,普雄,5634
内江,内江南,5635
自贡北,俞冲,5635
俞冲,孔滩,5635
孔滩,王场,5635
王场,敬梓场,5635
敬梓场,一步滩,5635
一步滩,宜宾,5635
宜宾,宜宾南,5635
宜宾南,水富,5635
水富,横江,5635
横江,小儿坪,5635
小儿坪,铜鼓溪,5635
铜鼓溪,滩头,5635
滩头,普洱渡,5635
普洱渡,临江溪,5635
临江溪,盐津北,5635
盐津北,盐津,5635
盐津,豆沙关,5635
豆沙关,沙沙坡,5635
沙沙坡,小关溪,5635
小关溪,岔河,5635
岔河,大关,5635
大关,曾家坪子,5635
曾家坪子,苍坪,5635
苍坪,邓家湾,5635
邓家湾,田梁子,5635
田梁子,彝良,5635
彝良,彝良南,5635
彝良南,二道桥,5635
二道桥,昭通北,5635
昭通北,昭通,5635
昭通,昭通北,5636
彝良南,彝良,5636
彝良,田梁子,5636
田梁子,邓家湾,5636
邓家湾,苍坪,5636
苍坪,曾家坪子,5636
曾家坪子,大关,5636
大关,岔河,5636
岔河,小关溪,5636
小关溪,沙沙坡,5636
沙沙坡,豆沙关,5636
豆沙关,盐津,5636
盐津,盐津北,5636
盐津北,临江溪,5636
临江溪,普洱渡,5636
普洱渡,滩头,5636
滩头,小儿坪,5636
小儿坪,横江,5636
横江,水富,5636
水富,宜宾南,5636
宜宾南,宜宾,5636
宜宾,一步滩,5636
一步滩,敬梓场,5636
敬梓场,王场,5636
王场,孔滩,5636
孔滩,俞冲,5636
俞冲,自贡北,5636
自贡北,内江,5636
玉屏,羊坪,5639
蕉溪,镇远,5639
镇远,水花,5639
水花,施秉,5639
施秉,黄平,5639
黄平,宝老山,5639
宝老山,加劳,5639
加劳,桐木寨,5639
桐木寨,凯里,5639
凯里,六个鸡,5639
六个鸡,福泉,5639
福泉,贵定,5639
贵定,贵阳,5639
贵阳,贵定,5640
六个鸡,凯里,5640
凯里,桐木寨,5640
桐木寨,加劳,5640
加劳,宝老山,5640
宝老山,黄平,5640
黄平,施秉,5640
施秉,水花,5640
水花,镇远,5640
镇远,蕉溪,5640
蕉溪,青溪,5640
青溪,羊坪,5640
羊坪,玉屏,5640
喀什,英吉沙,5809
叶城,昆玉,5809
昆玉,墨玉,5809
墨玉,和田,5809
和田,墨玉,5810
皮山,叶城,5810
叶城,莎车,5810
莎车,喀什,5810
喀什,阿克陶,5813
阿克陶,英吉沙,5813
英吉沙,莎车,5813
莎车,英吉沙,5814
英吉沙,阿克陶,5814
阿克陶,喀什,5814
伊宁,霍城,5831
霍城,霍尔果斯,5831
霍尔果斯,霍城,5832
霍城,伊宁,5832
伊宁,霍城,5833
霍城,霍尔果斯,5833
霍尔果斯,霍城,5834
霍城,伊宁,5834
伊宁,霍城,5835
霍城,霍尔果斯,5835
霍尔果斯,霍城,5836
霍城,伊宁,5836
麻城,黄州,6025
蕲春,武穴,6025
武穴,九江,6025
九江,小池口,6026
蕲春,浠水,6026
浠水,黄州,6026
黄州,麻城,6026
承德,隆化,6029
隆化,四合永,6029
四合永,纪家沟,6029
纪家沟,朝阳地,6029
朝阳地,赤峰南,6029
赤峰南,朝阳地,6030
朝阳地,纪家沟,6030
纪家沟,四合永,6030
四合永,隆化,6030
隆化,承德,6030
石家庄北,上安,6033
上安,井陉,6033
井陉,南张村,6033
南张村,井南,6033
井南,南峪,6033
南峪,娘子关,6033
娘子关,程家,6033
程家,岩会,6033
岩会,阳泉,6033
阳泉,寿阳,6033
寿阳,芦家庄,6033
芦家庄,榆次,6033
榆次,太原南,6033
太原,榆次,6034
榆次,寿阳,6034
寿阳,阳泉,6034
阳泉,岩会,6034
岩会,娘子关,6034
娘子关,南峪,6034
南峪,井南,6034
井南,井陉,6034
井陉,石家庄北,6034
邯郸,康城,6043
午汲,磁山,6043
磁山,徘徊北,6043
徘徊北,新固镇,6043
新固镇,什里店,6043
什里店,阳邑,6043
阳邑,豆庄,6043
豆庄,偏店,6043
偏店,井店,6043
井店,涉县,6043
涉县,悬钟,6043
悬钟,南峧,6043
南峧,东阳关,6043
东阳关,黎城,6043
黎城,水洋,6043
水洋,常村,6043
常村,漫流河,6043
漫流河,微子镇,6043
微子镇,潞城,6043
潞城,北舍,6043
北舍,长治北,6043
长治北,北舍,6044
微子镇,漫流河,6044
漫流河,常村,6044
常村,水洋,6044
水洋,黎城,6044
黎城,东阳关,6044
东阳关,南峧,6044
南峧,涉县,6044
涉县,井店,6044
井店,偏店,6044
偏店,豆庄,6044
豆庄,阳邑,6044
阳邑,什里店,6044
什里店,新固镇,6044
新固镇,徘徊北,6044
徘徊北,磁山,6044
磁山,午汲,6044
午汲,武安,6044
武安,康城,6044
康城,邯郸,6044
临汾,襄汾,6045
新绛,稷山,6045
稷山,河津,6045
河津,韩城,6045
韩城,河津,6046
新绛,侯马,6046
侯马,襄汾,6046
襄汾,临汾,6046
大同,孤山,6055
丰镇,新安庄,6055
新安庄,红砂坝,6055
红砂坝,土贵乌拉,6055
土贵乌拉,苏集,6055
苏集,集宁南,6055
集宁南,八苏木,6055
八苏木,十八台,6055
十八台,马盖图,6055
马盖图,姑家堡,6055
姑家堡,卓资山,6055
卓资山,福生庄,6055
福生庄,三道营,6055
三道营,旗下营,6055
旗下营,民族,6055
民族,呼和浩特,6055
呼和浩特,察素齐,6055
察素齐,陶思浩,6055
陶思浩,美岱召,6055
美岱召,公积坂,6055
公积坂,东兴,6055
东兴,包头东,6055
包头东,包头,6055
包头,包头东,6056
公积坂,美岱召,6056
美岱召,陶思浩,6056
陶思浩,察素齐,6056
察素齐,呼和浩特,6056
呼和浩特,民族,6056
民族,旗下营,6056
旗下营,三道营,6056
三道营,福生庄,6056
福生庄,卓资山,6056
卓资山,姑家堡,6056
姑家堡,马盖图,6056
马盖图,十八台,6056
十八台,八苏木,6056
八苏木,集宁南,6056
集宁南,苏集,6056
苏集,土贵乌拉,6056
土贵乌拉,红砂坝,6056
红砂坝,新安庄,6056
新安庄,丰镇,6056
丰镇,堡子湾,6056
堡子湾,孤山,6056
孤山,大同,6056
六盘水,玉舍,6061
玉舍,白鸡坡,6061
白鸡坡,都格,6061
都格,发耳,6061
发耳,营街,6061
营街,茅草坪,6061
茅草坪,三家寨,6061
三家寨,雨格,6061
雨格,松河,6061
松河,柏果,6061
柏果,月亮田,6061
月亮田,盘关,6061
盘关,平田,6061
平田,花家庄,6061
花家庄,沙沱,6061
沙沱,红果,6061
红果,平关,6061
平关,富源,6061
富源,羊尾哨,6061
羊尾哨,车转湾,6061
车转湾,白水镇,6061
白水镇,平河口,6061
平河口,白沙坡,6061
白沙坡,曲靖,6061
曲靖,马龙,6061
马龙,吴官田,6061
吴官田,照福铺,6061
照福铺,小新街,6061
小新街,杨林,6061
杨林,小哨,6061
小哨,昆明,6061
昆明,小哨,6062
小哨,杨林,6062
杨林,小新街,6062
小新街,照福铺,6062
照福铺,吴官田,6062
吴官田,马龙,6062
马龙,曲靖,6062
曲靖,白沙坡,6062
白沙坡,平河口,6062
平河口,白水镇,6062
白水镇,车转湾,6062
车转湾,羊尾哨,6062
羊尾哨,富源,6062
富源,平关,6062
平关,红果,6062
红果,沙沱,6062
沙沱,花家庄,6062
花家庄,平田,6062
平田,盘关,6062
盘关,月亮田,6062
月亮田,柏果,6062
柏果,松河,6062
松河,雨格,6062
雨格,三家寨,6062
三家寨,茅草坪,6062
茅草坪,营街,6062
营街,发耳,6062
发耳,都格,6062
都格,白鸡坡,6062
白鸡坡,玉舍,6062
玉舍,六盘水,6062
宝鸡,秦岭,6063
凤县,宏庆,6063
宏庆,两当,6063
两当,徽县,6063
徽县,白水江,6063
白水江,略阳,6063
略阳,阳平关,6063
阳平关,燕子砭,6063
燕子砭,朝天南,6063
朝天南,广元,6063
广元,朝天南,6064
阳平关,略阳,6064
略阳,白水江,6064
白水江,徽县,6064
徽县,两当,6064
两当,宏庆,6064
宏庆,凤县,6064
凤县,凤州,6064
凤州,秦岭,6064
秦岭,宝鸡,6064
安康,大竹园,6065
高滩,毛坝关,6065
毛坝关,麻柳,6065
麻柳,巴山,6065
巴山,万源,6065
万源,花楼坝,6065
花楼坝,宣汉,6065
宣汉,达州,6065
达州,宣汉,6066
万源,高滩,6066
高滩,紫阳,6066
紫阳,大竹园,6066
大竹园,安康,6066
达州,宣汉,6067
万源,高滩,6067
高滩,紫阳,6067
紫阳,大竹园,6067
大竹园,安康,6067
兰州,渭源,6068
岷县,哈达铺,6068
哈达铺,陇南西,6068
陇南西,陇南,6068
陇南,姚渡,6068
姚渡,广元,6068
攀枝花,迤资,6161
迤资,拉��,6161
拉��,花棚子,6161
花棚子,新江,6161
新江,师庄,6161
师庄,大湾子,6161
大湾子,红江,6161
红江,黄瓜园,6161
黄瓜园,元谋西,6161
元谋西,阿南庄,6161
阿南庄,黑井,6161
黑井,甸心,6161
甸心,广通北,6161
广通北,禄丰南,6161
禄丰南,昆明,6161
昆明,禄丰南,6162
禄丰南,广通北,6162
广通北,甸心,6162
甸心,黑井,6162
黑井,阿南庄,6162
阿南庄,元谋西,6162
元谋西,黄瓜园,6162
黄瓜园,红江,6162
红江,大湾子,6162
大湾子,师庄,6162
师庄,新江,6162
新江,花棚子,6162
花棚子,拉��,6162
拉��,迤资,6162
迤资,攀枝花,6162
桦南,孟家岗,6215
佳木斯,桦南,6216
桦南,孟家岗,6217
佳木斯,孟家岗,6218
牡丹江,磨刀石,6223
下城子,八面通,6223
八面通,梨树镇,6223
梨树镇,石磷,6223
石磷,柳毛,6223
柳毛,鸡西,6223
鸡西,东海,6223
东海,永安乡,6223
永安乡,黑台,6223
黑台,连珠山,6223
连珠山,密山西,6223
密山西,密山,6223
密山,裴德,6223
裴德,兴凯,6223
兴凯,杨岗,6223
杨岗,凯北,6223
凯北,卫星,6223
卫星,虎林,6223
虎林,迎春,6223
迎春,东方红,6223
东方红,迎春,6224
卫星,凯北,6224
凯北,杨岗,6224
杨岗,兴凯,6224
兴凯,裴德,6224
裴德,密山,6224
密山,密山西,6224
密山西,连珠山,6224
连珠山,黑台,6224
黑台,永安乡,6224
永安乡,东海,6224
东海,鸡东,6224
鸡东,鸡西,6224
鸡西,柳毛,6224
柳毛,石磷,6224
石磷,梨树镇,6224
梨树镇,八面通,6224
八面通,下城子,6224
下城子,穆棱,6224
穆棱,磨刀石,6224
磨刀石,牡丹江,6224
五常,安家,6231
拉林,牛家,6231
牛家,周家,6231
周家,平房,6231
平房,孙家,6231
孙家,哈尔滨东,6231
哈尔滨东,孙家,6232
周家,牛家,6232
牛家,拉林,6232
拉林,背荫河,6232
背荫河,安家,6232
安家,五常,6232
五常,背荫河,6233
背荫河,拉林,6233
拉林,牛家,6233
牛家,周家,6233
周家,平房,6233
平房,哈尔滨东,6233
哈尔滨东,孙家,6234
孙家,平房,6234
平房,周家,6234
周家,牛家,6234
牛家,拉林,6234
拉林,背荫河,6234
背荫河,安家,6234
安家,五常,6234
齐齐哈尔,高头,6245
塔哈,中和,6245
中和,富裕,6245
富裕,小榆树,6245
小榆树,二道湾,6245
二道湾,青水山,6245
青水山,团结,6245
团结,拉哈,6245
拉哈,光明,6245
光明,六合镇,6245
六合镇,八方,6245
八方,讷河,6245
讷河,恒地营,6245
恒地营,老莱,6245
老莱,伊拉哈,6245
伊拉哈,九三,6245
九三,弯道,6245
弯道,新高峰,6245
新高峰,新彦,6245
新彦,嫩江,6245
嫩江,哈达阳,6245
哈达阳,哈力图,6245
哈力图,红彦,6245
红彦,达拉滨,6245
达拉滨,大杨树东,6245
大杨树东,大杨树,6245
大杨树,春亭阁,6245
春亭阁,乌鲁布铁,6245
乌鲁布铁,朝阳村,6245
朝阳村,讷尔克气,6245
