origin_station,destination_station,code
北京,锦州南,D1
沈阳南,沈阳,D2
台安,盘锦北,D2
盘锦北,锦州南,D2
锦州南,葫芦岛北,D2
葫芦岛北,绥中北,D2
绥中北,山海关,D2
山海关,秦皇岛,D2
秦皇岛,北京,D2
北京,蓟州,D3
蓟州,葫芦岛北,D3
葫芦岛北,锦州南,D3
锦州南,盘锦北,D3
盘锦北,沈阳,D3
沈阳,沈阳南,D3
沈阳南,沈阳,D4
沈阳,盘锦北,D4
盘锦北,锦州南,D4
锦州南,葫芦岛北,D4
葫芦岛北,北戴河,D4
北戴河,唐山北,D4
唐山北,北京,D4
沈阳北,台安,D6
台安,盘锦北,D6
盘锦北,锦州南,D6
锦州南,秦皇岛,D6
秦皇岛,北戴河,D6
北戴河,北京,D6
北京,唐山北,D7
唐山北,山海关,D7
山海关,葫芦岛北,D7
葫芦岛北,盘锦北,D7
盘锦北,沈阳北,D7
北京,北戴河,D9
北戴河,绥中北,D9
绥中北,锦州南,D9
锦州南,盘锦北,D9
盘锦北,台安,D9
台安,沈阳,D9
沈阳,沈阳南,D9
沈阳南,沈阳,D10
沈阳,盘锦北,D10
盘锦北,葫芦岛北,D10
葫芦岛北,绥中北,D10
绥中北,北戴河,D10
北戴河,北京,D10
北京,唐山北,D11
唐山北,北戴河,D11
北戴河,葫芦岛北,D11
葫芦岛北,锦州南,D11
锦州南,沈阳,D11
沈阳,沈阳南,D11
沈阳南,沈阳,D12
沈阳,锦州南,D12
锦州南,葫芦岛北,D12
葫芦岛北,绥中北,D12
绥中北,山海关,D12
山海关,秦皇岛,D12
秦皇岛,北京,D12
北京,唐山北,D13
沈阳北,沈阳南,D14
鞍山西,海城西,D14
海城西,盘锦,D14
盘锦,山海关,D14
山海关,秦皇岛,D14
秦皇岛,唐山北,D14
唐山北,北京,D14
北京,蓟州,D17
滦县,北戴河,D17
北戴河,秦皇岛,D17
秦皇岛,山海关,D17
山海关,葫芦岛北,D17
葫芦岛北,盘锦,D17
盘锦,鞍山西,D17
鞍山西,辽阳,D17
辽阳,沈阳南,D17
沈阳南,辽阳,D18
葫芦岛北,山海关,D18
山海关,北戴河,D18
北戴河,唐山北,D18
唐山北,蓟州,D18
蓟州,北京,D18
北京,唐山北,D19
唐山北,北戴河,D19
北戴河,葫芦岛北,D19
葫芦岛北,盘锦北,D19
盘锦北,沈阳北,D19
沈阳北,公主岭南,D19
公主岭南,长春,D19
长春,昌图西,D20
昌图西,铁岭西,D20
铁岭西,沈阳北,D20
沈阳北,绥中北,D20
绥中北,北京,D20
北京,唐山北,D21
秦皇岛,山海关,D21
山海关,葫芦岛北,D21
葫芦岛北,锦州南,D21
锦州南,盘锦北,D21
盘锦北,沈阳北,D21
沈阳北,铁岭西,D21
铁岭西,开原西,D21
开原西,四平东,D21
四平东,长春,D21
长春,吉林,D21
吉林,蛟河西,D21
蛟河西,敦化,D21
敦化,安图西,D21
安图西,延吉西,D21
延吉西,图们北,D21
图们北,珲春,D21
珲春,图们北,D22
安图西,敦化,D22
敦化,蛟河西,D22
蛟河西,吉林,D22
吉林,长春,D22
长春,长春西,D22
长春西,四平东,D22
四平东,沈阳北,D22
沈阳北,盘锦北,D22
盘锦北,绥中北,D22
绥中北,山海关,D22
山海关,秦皇岛,D22
秦皇岛,唐山北,D22
唐山北,北京,D22
北京,秦皇岛,D23
盘锦北,沈阳北,D23
沈阳北,四平东,D23
四平东,长春西,D23
长春西,公主岭南,D24
开原西,铁岭西,D24
铁岭西,沈阳北,D24
沈阳北,盘锦北,D24
盘锦北,锦州南,D24
锦州南,绥中北,D24
绥中北,山海关,D24
山海关,蓟州,D24
蓟州,北京,D24
北京,唐山北,D25
秦皇岛,山海关,D25
山海关,绥中北,D25
绥中北,葫芦岛北,D25
葫芦岛北,锦州南,D25
锦州南,台安,D25
台安,辽中,D25
辽中,沈阳北,D25
沈阳北,铁岭西,D25
铁岭西,公主岭南,D25
公主岭南,长春西,D25
长春西,哈尔滨西,D25
哈尔滨西,宾州,D25
宾州,方正,D25
方正,依兰,D25
依兰,佳木斯,D25
佳木斯,依兰,D26
宾州,哈尔滨西,D26
哈尔滨西,扶余北,D26
扶余北,四平东,D26
四平东,铁岭西,D26
铁岭西,沈阳北,D26
沈阳北,台安,D26
台安,盘锦北,D26
盘锦北,锦州南,D26
锦州南,山海关,D26
山海关,秦皇岛,D26
秦皇岛,北戴河,D26
北戴河,北京,D26
北京,蓟州,D27
秦皇岛,山海关,D27
山海关,葫芦岛北,D27
葫芦岛北,盘锦北,D27
盘锦北,沈阳北,D27
沈阳北,哈尔滨西,D27
哈尔滨西,德惠西,D28
沈阳北,葫芦岛北,D28
葫芦岛北,山海关,D28
山海关,北戴河,D28
北戴河,唐山北,D28
唐山北,蓟州,D28
蓟州,北京,D28
北京,北戴河,D29
山海关,锦州南,D29
锦州南,台安,D29
台安,沈阳北,D29
沈阳北,铁岭西,D29
铁岭西,长春西,D29
长春西,哈尔滨西,D29
哈尔滨西,哈尔滨,D29
哈尔滨,肇东,D29
肇东,安达,D29
安达,大庆东,D29
大庆东,齐齐哈尔南,D29
齐齐哈尔南,大庆东,D30
肇东,哈尔滨,D30
哈尔滨,哈尔滨西,D30
哈尔滨西,扶余北,D30
扶余北,长春西,D30
长春西,四平东,D30
四平东,沈阳北,D30
沈阳北,锦州南,D30
锦州南,山海关,D30
山海关,北戴河,D30
北戴河,北京,D30
通辽,沈阳,D50
沈阳,鞍山西,D50
鞍山西,盘锦,D50
盘锦,北戴河,D50
北戴河,北京,D50
北京,唐山北,D51
唐山北,滦县,D51
滦县,秦皇岛,D51
秦皇岛,山海关,D51
山海关,葫芦岛北,D51
葫芦岛北,锦州南,D51
锦州南,盘锦,D51
盘锦,海城西,D51
海城西,鞍山西,D51
鞍山西,辽阳,D51
辽阳,沈阳北,D51
沈阳北,辽阳,D52
辽阳,鞍山西,D52
鞍山西,海城西,D52
海城西,盘锦,D52
盘锦,绥中北,D52
绥中北,山海关,D52
山海关,秦皇岛,D52
秦皇岛,滦县,D52
滦县,北京,D52
兰州西,西宁,D55
张掖西,酒泉南,D55
酒泉南,嘉峪关南,D55
嘉峪关南,玉门,D55
玉门,柳园南,D55
柳园南,哈密,D55
哈密,鄯善北,D55
鄯善北,吐鲁番北,D55
吐鲁番北,乌鲁木齐,D55
乌鲁木齐,吐鲁番北,D56
柳园南,玉门,D56
玉门,嘉峪关南,D56
嘉峪关南,酒泉南,D56
酒泉南,张掖西,D56
张掖西,民乐,D56
民乐,大通西,D56
大通西,西宁,D56
西宁,兰州西,D56
北京,北戴河,D73
山海关,锦州南,D73
锦州南,台安,D73
台安,沈阳北,D73
沈阳北,四平东,D73
四平东,长春,D73
长春,吉林,D73
吉林,长春,D74
沈阳北,盘锦北,D74
盘锦北,山海关,D74
山海关,秦皇岛,D74
秦皇岛,唐山北,D74
唐山北,蓟州,D74
蓟州,北京,D74
北京,北戴河,D101
山海关,葫芦岛北,D101
葫芦岛北,锦州南,D101
锦州南,沈阳北,D101
沈阳北,四平东,D101
四平东,长春西,D101
长春西,哈尔滨西,D101
哈尔滨西,扶余北,D102
长春西,昌图西,D102
昌图西,铁岭西,D102
铁岭西,沈阳北,D102
沈阳北,锦州南,D102
锦州南,葫芦岛北,D102
葫芦岛北,绥中北,D102
绥中北,北戴河,D102
北戴河,唐山北,D102
唐山北,北京,D102
长春,扶余北,D119
海林北,牡丹江,D119
牡丹江,横道河子东,D120
扶余北,德惠西,D120
德惠西,长春,D120
长春,扶余北,D121
宾州,方正,D121
方正,依兰,D121
依兰,佳木斯,D121
佳木斯,依兰,D122
宾州,哈尔滨西,D122
哈尔滨西,长春,D122
南宁东,广州南,D201
广州南,南宁东,D202
南宁东,广州南,D203
广州南,南宁东,D204
南宁东,广州南,D205
广州南,南宁东,D206
南宁东,广州南,D207
广州南,南宁东,D208
贵阳北,广州南,D211
贵阳北,广州南,D212
贵阳北,广州南,D213
广州南,贵阳北,D214
福州,尤溪,D296
尤溪,三明北,D296
三明北,将乐,D296
将乐,泰宁,D296
泰宁,南丰,D296
南丰,南城,D296
南城,抚州,D296
抚州,南昌西,D296
南昌西,永修,D296
永修,德安,D296
德安,庐山,D296
庐山,瑞昌西,D296
瑞昌西,阳新,D296
阳新,鄂州,D296
鄂州,葛店南,D296
葛店南,武汉,D296
武汉,汉口,D296
汉口,孝感北,D296
孝感北,漯河西,D296
漯河西,许昌东,D296
许昌东,郑州,D296
北京,大明湖,D335
潍坊,青岛北,D335
青岛北,潍坊,D336
大明湖,天津西,D336
天津西,北京,D336
汉口,汉川,D361
潜江,宜昌东,D361
宜昌东,恩施,D361
恩施,利川,D361
利川,石柱县,D361
石柱县,涪陵北,D361
涪陵北,重庆北,D361
重庆北,合川,D361
合川,潼南,D361
潼南,遂宁,D361
遂宁,成都东,D361
成都东,重庆北,D362
宜昌东,荆州,D362
荆州,汉口,D362
广州南,佛山西,D377
南江口,梧州南,D377
梧州南,藤县,D377
藤县,平南南,D377
平南南,桂平,D377
桂平,贵港,D377
贵港,来宾北,D377
来宾北,柳州,D377
深圳北,深圳坪山,D378
饶平,诏安,D378
诏安,云霄,D378
云霄,角美,D378
角美,厦门北,D378
厦门北,泉州,D378
泉州,莆田,D378
莆田,福清,D378
福清,福州南,D378
福州南,罗源,D378
罗源,宁德,D378
宁德,太姥山,D378
太姥山,平阳,D378
平阳,瑞安,D378
瑞安,温州南,D378
温州南,台州,D378
台州,临海,D378
临海,宁波,D378
宁波,余姚北,D378
余姚北,绍兴东,D378
绍兴东,杭州南,D378
杭州南,杭州东,D378
杭州东,嘉兴南,D378
嘉兴南,上海虹桥,D378
上海虹桥,金山北,D381
海宁西,余杭,D381
余杭,杭州东,D381
杭州东,余姚北,D381
余姚北,宁波,D381
宁波,宁海,D381
宁海,临海,D381
临海,温岭,D381
温岭,绅坊,D381
绅坊,温州南,D381
温州南,苍南,D381
苍南,霞浦,D381
霞浦,罗源,D381
罗源,福州南,D381
福州南,福清,D381
福清,莆田,D381
福州南,宁德,D382
福鼎,苍南,D382
苍南,温州南,D382
温州南,三门县,D382
三门县,宁波,D382
宁波,绍兴东,D382
绍兴东,杭州南,D382
杭州南,杭州东,D382
杭州东,桐乡,D382
桐乡,金山北,D382
金山北,上海虹桥,D382
宜昌东,建始,D623
利川,丰都,D623
丰都,涪陵北,D623
涪陵北,长寿北,D623
长寿北,重庆北,D623
重庆北,长寿北,D624
丰都,利川,D624
利川,恩施,D624
恩施,建始,D624
建始,巴东,D624
巴东,宜昌东,D624
汉口,汉川,D625
巴东,高坪,D625
高坪,恩施,D625
恩施,利川,D625
利川,石柱县,D625
石柱县,丰都,D625
丰都,涪陵北,D625
涪陵北,重庆北,D625
重庆北,丰都,D626
恩施,建始,D626
建始,巴东,D626
巴东,宜昌东,D626
宜昌东,枝江北,D626
枝江北,荆州,D626
荆州,潜江,D626
潜江,汉口,D626
汉口,汉川,D629
荆州,宜昌东,D629
宜昌东,恩施,D629
恩施,利川,D629
利川,石柱县,D629
石柱县,涪陵北,D629
涪陵北,重庆北,D629
重庆北,石柱县,D630
恩施,宜昌东,D630
宜昌东,荆州,D630
荆州,汉口,D630
福州南,莆田,D671
厦门北,角美,D671
角美,漳州,D671
漳州,云霄,D671
云霄,潮汕,D671
潮汕,普宁,D671
普宁,深圳北,D671
深圳北,深圳坪山,D672
惠东,汕尾,D672
汕尾,潮阳,D672
潮阳,潮汕,D672
潮汕,饶平,D672
饶平,漳浦,D672
漳浦,漳州,D672
漳州,厦门北,D672
厦门北,泉州,D672
泉州,莆田,D672
莆田,福清,D672
福清,福州南,D672
厦门,漳浦,D673
饶平,普宁,D673
普宁,葵潭,D673
葵潭,陆丰,D673
陆丰,惠州南,D673
惠州南,深圳坪山,D673
深圳坪山,深圳北,D673
深圳北,葵潭,D674
潮阳,潮汕,D674
潮汕,饶平,D674
饶平,诏安,D674
诏安,云霄,D674
云霄,漳浦,D674
漳浦,漳州,D674
漳州,厦门,D674
厦门,漳州,D675
诏安,潮汕,D675
潮汕,普宁,D675
普宁,陆丰,D675
陆丰,惠州南,D675
惠州南,深圳北,D675
深圳北,惠州南,D676
陆丰,潮阳,D676
潮阳,潮汕,D676
潮汕,饶平,D676
饶平,诏安,D676
诏安,厦门,D676
漳州,漳浦,D677
漳浦,诏安,D677
诏安,饶平,D677
饶平,潮汕,D677
潮汕,普宁,D677
普宁,��门,D677
��门,深圳北,D677
深圳北,惠州南,D678
惠州南,汕尾,D678
汕尾,潮汕,D678
潮汕,饶平,D678
饶平,诏安,D678
诏安,漳浦,D678
漳浦,漳州,D678
厦门,漳浦,D683
漳浦,潮汕,D683
潮汕,潮阳,D683
潮阳,普宁,D683
普宁,惠州南,D683
惠州南,深圳北,D683
深圳北,惠州南,D684
潮汕,饶平,D684
饶平,诏安,D684
诏安,云霄,D684
云霄,漳浦,D684
漳浦,厦门,D684
厦门,漳州,D685
云霄,潮汕,D685
潮汕,葵潭,D685
葵潭,汕尾,D685
汕尾,惠州南,D685
惠州南,深圳坪山,D685
深圳坪山,深圳北,D685
厦门,漳州,D687
饶平,潮汕,D687
潮汕,普宁,D687
普宁,陆丰,D687
陆丰,汕尾,D687
汕尾,深圳坪山,D687
深圳坪山,深圳北,D687
深圳北,深圳坪山,D688
深圳坪山,惠州南,D688
惠州南,葵潭,D688
葵潭,潮汕,D688
潮汕,饶平,D688
饶平,诏安,D688
诏安,云霄,D688
云霄,厦门,D688
厦门北,漳州,D689
饶平,潮汕,D689
潮汕,潮阳,D689
潮阳,葵潭,D689
葵潭,鲘门,D689
鲘门,深圳坪山,D689
深圳坪山,深圳北,D689
深圳北,惠州南,D690
潮汕,诏安,D690
诏安,漳浦,D690
漳浦,漳州,D690
漳州,厦门北,D690
厦门,漳州,D691
云霄,潮汕,D691
潮汕,普宁,D691
普宁,陆丰,D691
陆丰,惠州南,D691
惠州南,深圳北,D691
深圳北,深圳坪山,D692
鲘门,汕尾,D692
汕尾,潮汕,D692
潮汕,云霄,D692
云霄,漳浦,D692
漳浦,厦门,D692
北京,沧州,D701
苏州,上海虹桥,D701
上海,镇江,D702
沧州,北京,D702
北京,明光,D705
镇江,上海,D705
上海虹桥,无锡,D706
天津西,北京,D706
北京南,南京,D709
上海,苏州,D710
沧州,北京南,D710
北京,天津西,D711
海宁,杭州,D711
杭州,海宁,D712
德州,北京,D712
北京南,徐州,D715
徐州,蚌埠,D715
蚌埠,南京,D715
南京,徐州,D716
徐州,北京南,D716
北京,德州,D717
海宁,杭州,D717
杭州,海宁,D718
天津西,北京,D718
重庆北,南充北,D751
苍溪,广元,D751
广元,陇南,D751
陇南,哈达铺,D751
哈达铺,兰州,D751
兰州西,兰州,D752
陇南,广元,D752
广元,苍溪,D752
苍溪,南部,D752
南部,南充北,D752
南充北,重庆北,D752
重庆北,南充北,D753
广元,陇南,D753
陇南,兰州,D753
兰州,哈达铺,D754
姚渡,广元,D754
广元,南充北,D754
南充北,武胜,D754
武胜,重庆北,D754
重庆北,南充北,D755
陇南,岷县,D755
岷县,兰州,D755
兰州,西宁,D755
西宁,兰州,D756
陇南,广元,D756
广元,阆中,D756
阆中,南充北,D756
南充北,重庆北,D756
石家庄,石家庄东,D1601
衡水北,景州,D1601
景州,德州东,D1601
德州东,平原东,D1601
平原东,济南西,D1601
石家庄,辛集南,D1603
景州,德州东,D1603
德州东,平原东,D1603
平原东,济南西,D1603
济南西,齐河,D1604
德州东,景州,D1604
景州,衡水北,D1604
衡水北,辛集南,D1604
辛集南,石家庄,D1604
济南西,禹城东,D1606
德州东,景州,D1606
景州,衡水北,D1606
衡水北,辛集南,D1606
辛集南,藁城南,D1606
藁城南,石家庄,D1606
石家庄,藁城南,D1611
德州东,平原东,D1611
平原东,禹城东,D1611
禹城东,济南西,D1611
济南西,济南,D1611
济南,章丘,D1611
章丘,淄博,D1611
淄博,潍坊,D1611
潍坊,青岛北,D1611
青岛北,高密,D1612
淄博,章丘,D1612
章丘,济南,D1612
济南,济南西,D1612
济南西,平原东,D1612
平原东,德州东,D1612
德州东,衡水北,D1612
衡水北,辛集南,D1612
辛集南,石家庄东,D1612
石家庄东,石家庄,D1612
石家庄,石家庄东,D1615
衡水北,景州,D1615
景州,德州东,D1615
德州东,平原东,D1615
平原东,济南西,D1615
济南西,济南,D1615
济南,淄博,D1615
淄博,青州市,D1615
青州市,潍坊,D1615
潍坊,胶州北,D1615
胶州北,夏格庄,D1615
夏格庄,烟台南,D1615
烟台南,威海,D1615
威海,烟台南,D1616
即墨北,高密,D1616
高密,潍坊,D1616
潍坊,济南,D1616
济南,济南西,D1616
济南西,齐河,D1616
齐河,禹城东,D1616
禹城东,德州东,D1616
德州东,衡水北,D1616
衡水北,辛集南,D1616
辛集南,石家庄东,D1616
石家庄东,石家庄,D1616
石家庄,石家庄东,D1621
石家庄东,衡水北,D1621
衡水北,景州,D1621
景州,德州东,D1621
德州东,平原东,D1621
平原东,齐河,D1621
齐河,济南西,D1621
济南西,济南,D1621
济南,淄博,D1621
淄博,青州市,D1621
青州市,潍坊,D1621
潍坊,高密,D1621
高密,莱阳,D1621
莱阳,烟台南,D1621
烟台南,威海北,D1621
威海北,荣成,D1621
荣成,威海北,D1622
威海北,牟平,D1622
牟平,烟台南,D1622
烟台南,即墨北,D1622
即墨北,高密,D1622
高密,潍坊,D1622
潍坊,青州市,D1622
青州市,淄博,D1622
淄博,章丘,D1622
章丘,济南,D1622
济南,济南西,D1622
济南西,平原东,D1622
平原东,德州东,D1622
德州东,衡水北,D1622
衡水北,石家庄,D1622
石家庄,石家庄东,D1623
衡水北,景州,D1623
景州,德州东,D1623
德州东,禹城东,D1623
禹城东,齐河,D1623
齐河,济南西,D1623
济南西,济南,D1623
济南,章丘,D1623
章丘,青州市,D1623
青州市,潍坊,D1623
潍坊,即墨北,D1623
即墨北,莱西,D1623
莱西,莱阳,D1623
莱阳,桃村北,D1623
桃村北,烟台南,D1623
烟台南,威海,D1623
威海,烟台南,D1624
莱阳,高密,D1624
高密,潍坊,D1624
潍坊,青州市,D1624
青州市,淄博,D1624
淄博,章丘,D1624
章丘,济南,D1624
济南,济南西,D1624
济南西,齐河,D1624
齐河,德州东,D1624
德州东,衡水北,D1624
衡水北,石家庄,D1624
石家庄,藁城南,D1625
景州,德州东,D1625
德州东,平原东,D1625
平原东,济南西,D1625
济南西,济南,D1625
济南,即墨北,D1625
即墨北,莱阳,D1625
莱阳,烟台,D1625
烟台,海阳北,D1626
夏格庄,胶州北,D1626
胶州北,潍坊,D1626
潍坊,济南,D1626
济南,济南西,D1626
济南西,德州东,D1626
德州东,景州,D1626
景州,衡水北,D1626
衡水北,石家庄东,D1626
石家庄东,石家庄,D1626
青岛北,青岛西,D1691
青岛西,董家口,D1691
董家口,日照西,D1691
日照西,岚山西,D1691
岚山西,赣榆,D1691
赣榆,连云港,D1691
连云港,响水县,D1691
响水县,滨海港,D1691
滨海港,阜宁东,D1691
阜宁东,射阳,D1691
射阳,盐城,D1691
盐城,射阳,D1692
射阳,阜宁东,D1692
阜宁东,滨海港,D1692
滨海港,响水县,D1692
响水县,连云港,D1692
连云港,赣榆,D1692
赣榆,岚山西,D1692
岚山西,日照西,D1692
日照西,董家口,D1692
董家口,青岛西,D1692
青岛西,青岛北,D1692
青岛北,青岛西,D1693
青岛西,董家口,D1693
董家口,日照西,D1693
日照西,岚山西,D1693
岚山西,赣榆,D1693
赣榆,连云港,D1693
连云港,响水县,D1693
响水县,滨海港,D1693
滨海港,阜宁东,D1693
阜宁东,射阳,D1693
射阳,盐城,D1693
盐城,射阳,D1694
射阳,阜宁东,D1694
阜宁东,滨海港,D1694
滨海港,响水县,D1694
响水县,连云港,D1694
连云港,赣榆,D1694
赣榆,岚山西,D1694
岚山西,日照西,D1694
日照西,董家口,D1694
董家口,青岛西,D1694
青岛西,青岛北,D1694
绵阳,德阳,D1779
成都东,资阳北,D1779
资阳北,内江北,D1779
内江北,璧山,D1779
璧山,重庆西,D1779
重庆西,遵义,D1779
遵义,贵阳东,D1779
贵阳东,贵定县,D1779
贵定县,三江南,D1779
三江南,桂林西,D1779
桂林西,桂林北,D1779
桂林北,桂林,D1779
桂林,鹿寨北,D1779
鹿寨北,柳州,D1779
柳州,南宁东,D1779
南宁东,钦州东,D1779
钦州东,合浦,D1779
合浦,北海,D1779
北海,钦州东,D1780
南宁东,柳州,D1780
柳州,桂林,D1780
桂林,桂林北,D1780
桂林北,三江南,D1780
三江南,都匀东,D1780
都匀东,贵定县,D1780
贵定县,贵阳东,D1780
贵阳东,遵义,D1780
遵义,綦江东,D1780
綦江东,重庆西,D1780
重庆西,隆昌北,D1780
隆昌北,成都东,D1780
成都东,广汉北,D1780
广汉北,罗江东,D1780
罗江东,绵阳,D1780
成都东,资阳北,D1781
璧山,重庆西,D1781
重庆西,綦江东,D1781
綦江东,桐梓北,D1781
桐梓北,遵义,D1781
遵义,贵阳东,D1781
贵阳东,都匀东,D1781
都匀东,桂林西,D1781
桂林西,桂林北,D1781
桂林北,桂林,D1781
桂林,永福南,D1781
永福南,鹿寨北,D1781
鹿寨北,柳州,D1781
柳州,来宾北,D1781
来宾北,南宁东,D1781
南宁东,宾阳,D1782
柳州,鹿寨北,D1782
鹿寨北,桂林,D1782
桂林,桂林北,D1782
桂林北,三江南,D1782
三江南,都匀东,D1782
都匀东,贵定县,D1782
贵定县,龙洞堡,D1782
龙洞堡,贵阳东,D1782
贵阳东,遵义南,D1782
遵义南,遵义,D1782
遵义,桐梓东,D1782
桐梓东,綦江东,D1782
綦江东,重庆西,D1782
重庆西,内江北,D1782
内江北,资中北,D1782
资中北,成都东,D1782
成都东,双流西,D1785
乐山,犍为,D1785
犍为,毕节,D1785
毕节,贵阳东,D1785
贵阳东,都匀东,D1785
都匀东,从江,D1785
从江,桂林北,D1785
桂林北,桂林,D1785
桂林,柳州,D1785
柳州,来宾北,D1785
来宾北,南宁东,D1785
南宁东,来宾北,D1786
桂林北,都匀东,D1786
都匀东,贵阳东,D1786
贵阳东,毕节,D1786
毕节,宜宾西,D1786
宜宾西,乐山,D1786
乐山,眉山东,D1786
眉山东,成都东,D1786
成都东,新津南,D1791
乐山,毕节,D1791
毕节,大方,D1791
大方,贵阳东,D1791
贵阳东,都匀东,D1791
都匀东,三江南,D1791
三江南,桂林北,D1791
桂林北,柳州,D1791
重庆西,綦江东,D1793
遵义,贵阳东,D1793
贵阳东,都匀东,D1793
都匀东,桂林北,D1793
桂林北,桂林,D1793
桂林,柳州,D1793
柳州,来宾北,D1793
来宾北,宾阳,D1793
宾阳,南宁东,D1793
南宁东,钦州东,D1793
钦州东,合浦,D1793
合浦,北海,D1793
南宁东,宾阳,D1794
柳州,桂林北,D1794
桂林北,三江南,D1794
三江南,从江,D1794
从江,三都县,D1794
三都县,龙里北,D1794
龙里北,贵阳东,D1794
贵阳东,遵义,D1794
遵义,綦江东,D1794
綦江东,重庆西,D1794
柳州,桂林,D1796
桂林西,都匀东,D1796
都匀东,贵阳东,D1796
贵阳东,毕节,D1796
毕节,宜宾西,D1796
宜宾西,双流机场,D1796
双流机场,成都东,D1796
重庆西,遵义南,D1797
贵定县,都匀东,D1797
都匀东,从江,D1797
从江,三江南,D1797
三江南,桂林西,D1797
桂林西,桂林北,D1797
桂林北,桂林,D1797
桂林,永福南,D1797
永福南,柳州,D1797
柳州,来宾北,D1797
来宾北,南宁东,D1797
南宁东,钦州东,D1797
钦州东,合浦,D1797
合浦,北海,D1797
北海,合浦,D1798
南宁,宾阳,D1798
宾阳,来宾北,D1798
来宾北,柳州,D1798
柳州,桂林,D1798
桂林,桂林北,D1798
桂林北,桂林西,D1798
桂林西,从江,D1798
从江,贵阳东,D1798
贵阳东,遵义,D1798
遵义,桐梓东,D1798
桐梓东,重庆西,D1798
成都东,彭山北,D1801
大方,贵阳东,D1801
贵阳东,都匀东,D1801
都匀东,桂林西,D1801
桂林西,肇庆东,D1801
肇庆东,广州南,D1801
广州南,佛山西,D1810
贺州,恭城,D1810
恭城,阳朔,D1810
阳朔,桂林西,D1810
桂林西,都匀东,D1810
都匀东,龙洞堡,D1810
龙洞堡,贵阳东,D1810
贵阳东,黔西,D1810
黔西,毕节,D1810
毕节,兴文,D1810
兴文,宜宾西,D1810
宜宾西,乐山,D1810
乐山,双流机场,D1810
双流机场,成都东,D1810
广州南,怀集,D1822
恭城,阳朔,D1822
阳朔,桂林西,D1822
桂林西,都匀东,D1822
都匀东,贵阳东,D1822
贵阳东,遵义,D1822
遵义,桐梓东,D1822
桐梓东,赶水东,D1822
赶水东,重庆西,D1822
重庆西,永川东,D1822
永川东,内江北,D1822
内江北,成都东,D1822
成都东,双流机场,D1825
宜宾西,兴文,D1825
兴文,毕节,D1825
毕节,贵阳东,D1825
贵阳东,都匀东,D1825
都匀东,从江,D1825
从江,三江南,D1825
三江南,桂林西,D1825
桂林西,肇庆东,D1825
肇庆东,广州南,D1825
广州南,三水南,D1826
广宁,贺州,D1826
贺州,恭城,D1826
恭城,桂林西,D1826
桂林西,三江南,D1826
三江南,贵阳东,D1826
贵阳东,毕节,D1826
毕节,彭山北,D1826
彭山北,双流机场,D1826
双流机场,成都东,D1826
成都东,内江北,D1833
荣昌北,璧山,D1833
璧山,重庆西,D1833
重庆西,珞璜南,D1833
珞璜南,遵义,D1833
遵义,贵阳东,D1833
贵阳东,都匀东,D1833
都匀东,桂林西,D1833
桂林西,恭城,D1833
恭城,贺州,D1833
贺州,肇庆东,D1833
肇庆东,佛山西,D1833
佛山西,广州南,D1833
成都东,双流机场,D1837
双流机场,眉山东,D1837
眉山东,乐山,D1837
乐山,宜宾西,D1837
宜宾西,兴文,D1837
兴文,镇雄,D1837
镇雄,贵阳东,D1837
贵阳东,都匀东,D1837
都匀东,三江南,D1837
三江南,桂林北,D1837
桂林北,三江南,D1838
三江南,都匀东,D1838
都匀东,龙洞堡,D1838
龙洞堡,贵阳东,D1838
贵阳东,毕节,D1838
毕节,宜宾西,D1838
宜宾西,乐山,D1838
乐山,新津,D1838
新津,成都东,D1838
成都东,成都南,D1841
眉山东,宜宾西,D1841
宜宾西,长宁,D1841
长宁,黔西,D1841
黔西,贵阳东,D1841
贵阳东,榕江,D1841
榕江,从江,D1841
从江,桂林西,D1841
桂林西,钟山西,D1841
钟山西,肇庆东,D1841
肇庆东,广州南,D1841
广州南,中山,D1841
中山,珠海,D1841
珠海,中山,D1842
佛山西,怀集,D1842
怀集,贺州,D1842
贺州,钟山西,D1842
钟山西,桂林西,D1842
桂林西,从江,D1842
从江,都匀东,D1842
都匀东,贵阳东,D1842
贵阳东,宜宾西,D1842
宜宾西,泥溪,D1842
泥溪,青神,D1842
青神,眉山东,D1842
眉山东,新津南,D1842
新津南,成都东,D1842
重庆西,桐梓东,D1861
息烽,贵阳东,D1861
贵阳东,龙洞堡,D1861
龙洞堡,桂林西,D1861
桂林西,恭城,D1861
恭城,贺州,D1861
贺州,怀集,D1861
怀集,肇庆东,D1861
肇庆东,广州南,D1861
广州南,肇庆东,D1862
阳朔,桂林西,D1862
桂林西,龙里北,D1862
龙里北,贵阳东,D1862
贵阳东,修文县,D1862
修文县,遵义,D1862
遵义,珞璜南,D1862
珞璜南,重庆西,D1862
广州南,佛山西,D1864
贺州,恭城,D1864
恭城,桂林西,D1864
桂林西,从江,D1864
从江,龙里北,D1864
龙里北,贵阳东,D1864
贵阳东,遵义南,D1864
遵义南,遵义,D1864
遵义,重庆西,D1864
重庆西,珞璜南,D1865
贵阳东,龙洞堡,D1865
龙洞堡,五通,D1865
五通,桂林西,D1865
桂林西,贺州,D1865
贺州,肇庆东,D1865
肇庆东,广州南,D1865
广州南,佛山西,D1868
贺州,桂林西,D1868
桂林西,三江南,D1868
三江南,都匀东,D1868
