rank,station,value
等级2,林东,1154.431429693651
等级2,查布嘎,1154.431429693651
等级2,大板,1154.431429693651
等级2,岐山,1153.4806469918942
等级2,云梦,1153.197198135898
等级2,如皋,1149.3834358802392
等级2,柴沟堡,1149.3667815252309
等级2,渑池,1146.7444292632076
等级2,丹凤,1145.4925776311743
等级2,葵潭,1145.2273671808978
等级2,梅州西,1144.5635237214428
等级2,萧县,1143.7698134445925
等级2,石家庄东,1141.0647947929558
等级2,隆昌北,1136.961013070524
等级2,临沂,1134.516211547551
等级2,清远,1132.1662498285373
等级2,宣化,1128.7058412150443
等级2,阿城,1126.1985477063715
等级2,洪洞西,1116.5447726897487
等级2,双城北,1112.6790492856449
等级2,从江,1111.086635151646
等级2,陶赖昭,1110.1507553809656
等级2,重庆,1107.9601711938444
等级2,乐都,1105.6064918588556
等级2,英德西,1102.8871056912585
等级2,鲁山,1102.8518140554995
等级2,湛江,1101.859092667345
等级2,万州,1100.1619525127169
等级2,青白江东,1099.9801386074105
等级2,辽中,1097.11021679684
等级2,当阳,1097.0312036804314
等级2,灵石东,1096.8344409406836
等级2,霍州,1096.320520973706
等级2,通渭,1094.064312328015
等级2,龙游,1092.0019987557964
等级2,延吉西,1089.3984905434097
等级2,顺德,1089.3700886085553
等级2,电白,1085.1124232072282
等级2,江宁,1080.6767655152994
等级2,分宜,1080.17580513008
等级2,定边,1074.411187252646
等级2,溆浦,1073.8172736578065
等级2,瑞昌,1073.501902259488
等级2,金山卫,1072.895611526454
等级2,肥东,1070.5628864249727
等级2,依兰,1065.598649127158
等级2,台山,1065.3766962322738
等级2,暮云,1061.697619191122
等级2,太谷,1058.0981660353557
等级2,南召,1053.854745022266
等级2,太平川,1052.4045749722784
等级2,资中北,1046.3418261851969
等级2,商都,1043.7016289731785
等级2,涟源,1040.5969372300085
等级2,连云港东,1038.4737209073662
等级2,丰镇,1035.7057645345983
等级2,富拉尔基,1032.4102708874004
等级2,彰武,1027.703607749667
等级2,信丰,1026.0226567224893
等级2,老城镇,1025.1556036307595
等级2,繁昌西,1014.5352173278828
等级2,高台,1012.7697604963572
等级2,瓦房店西,1012.653125251718
等级2,蒲城东,1011.4271325119182
等级2,容桂,1009.864305434274
等级2,定南,1006.2545437654022
等级2,大英东,1003.803515237313
等级2,德兴,1003.344968578666
等级2,开鲁,1003.0245655253358
等级2,库尔勒,1000.3825809297938
等级2,淮安东,1000.379756614028
等级2,洪洞,993.5418637789344
等级2,商南,990.3453500862804
等级2,宾州,989.647724465828
等级2,苏州园区,988.886388141817
等级2,卫辉,988.0936373605545
等级2,滨海港,987.0969023213124
等级2,西柳,982.324502142268
等级2,蛟河西,982.1767238970812
等级2,正定机场,981.8795102339092
等级2,喀什,980.3972494491984
等级2,犀浦,980.0507128934066
等级2,碾子山,980.04752778748
等级2,谷城,977.232602885923
等级2,花园,975.0895308564476
等级2,带岭,974.4665115896642
等级2,秀山,973.3481431461792
等级2,清原,973.168198404342
等级2,岚山西,969.7912767094134
等级2,西平,966.4727768670076
等级2,萨拉齐,966.3378607825764
等级2,富裕,965.680533295688
等级2,虎门北,961.0740293862254
等级2,丹阳北,960.383109247654
等级2,汤阴,954.4276625151646
等级2,高邑西,951.181511927168
等级2,灵石,945.3800814332544
等级2,苍溪,942.7925398028613
等级2,偃师,937.5247312334049
等级2,鸡西,936.668410054128
等级2,高密北,936.2200536525772
等级2,涿州,934.4943640007242
等级2,金月湾,931.6280645282424
等级2,都昌,929.8185389909028
等级2,阜新南,928.9443737899696
等级2,加格达奇,926.5216002551124
等级2,沙湾县,923.1927495780322
等级2,樟树东,916.1387211055298
等级2,讷河,915.9926300252656
等级2,博克图,915.7743049479482
等级2,华山,914.8301768137752
等级2,深州,910.8135732284125
等级2,尖峰,910.3280931294122
等级2,射阳,906.353547308918
等级2,阳高,905.902357033362
等级2,龙南,902.217129740241
等级2,磐石,901.9155008332114
等级2,鄯善北,899.620408145776
等级2,襄汾西,898.7646417157707
等级2,沙城,898.4886346061478
等级2,董家口,896.0889504442608
等级2,藁城南,892.8343465212228
等级2,浩良河,891.291627321674
等级2,公主岭南,890.6460654058712
等级2,玉溪,889.4187179783778
等级2,古田会址,887.9531408342184
等级2,万州北,887.0942654312503
等级2,苇河,882.1353244441685
等级2,松原,880.3172139799937
等级2,瓦屋山,878.4233031280229
等级2,淮安,877.328918123637
等级2,冷水江东,876.2877637689443
等级2,日照,873.419522033557
等级2,桐柏,872.0073612173053
等级2,惠安,869.6585856125319
等级2,江油北,869.284578666724
等级2,响水县,868.4665074457525
等级2,文登东,866.0957814841099
等级2,城固,860.6465300267241
等级2,侯马,859.3812018581972
等级2,北安,858.1928457050865
等级2,平度,855.6800440992132
等级2,阿克苏,854.4088872037988
等级2,运城,851.2144805808008
等级2,武胜,850.6844877257283
等级2,滨海北,849.0700243109806
等级2,嫩江,848.6022715174739
等级2,阳平关,846.0851553303346
等级2,饶阳,844.9577923465448
等级2,马踏,836.9313978943878
等级2,茶陵南,836.8502947887306
等级2,台前,836.3328332652302
等级2,中堂,834.7231195939621
等级2,峡江,833.6022171548177
等级2,库车,833.5859989532795
等级2,尚志南,831.832653527044
等级2,东台,831.5174239094297
等级2,富县东,825.9726302799994
等级2,亚布力,822.583826476574
等级2,临泽,822.4297610081558
等级2,河唇,821.4421103918887
等级2,海伦,820.6138746787047
等级2,新都东,819.6182100240256
等级2,旬阳,819.1876819241252
等级2,明港东,813.2891310722212
等级2,贵溪,810.9698842888723
等级2,洮南,808.097468723412
等级2,息烽,806.170787424622
等级2,龙嘉,806.049784058119
等级2,怀集,804.1197187519185
等级2,祁县东,803.6358364235997
等级2,临清,801.1821982334328
等级2,伊宁,801.1144824415593
等级2,双辽,800.9538066620973
等级2,大安,800.3472281608357
等级2,长安,796.2674228529667
等级2,惠东,794.5744128236827
等级2,确山,794.3111060225337
等级2,东港北,791.9335391398024
等级2,广汉北,791.8392535812945
等级2,牟平,790.2653724575532
等级2,文水,789.9757561884425
等级2,张家界西,785.2202657953554
等级2,平邑,783.8012001731062
等级2,阜宁东,782.6145095936839
等级2,荣昌北,780.0644756702604
等级2,梁山,779.0732578983628
等级2,徐家店,778.2461742661567
等级2,周口,777.4810398056601
等级2,新郑机场,772.865536687749
等级2,满洲里,772.5355628167878
等级2,武山,770.1697569899641
等级2,镇安,768.0854514907994
等级2,营山,767.6730734366791
等级2,汉阴,765.7907081704018
等级2,亭林,763.5042231966283
等级2,福泉,763.0323244890435
等级2,新桥,762.6679751724278
等级2,车墩,762.6679751724278
等级2,鲘门,762.4347296705025
等级2,农安,761.8577075164636
等级2,临沂东,758.434139708051
等级2,唐家湾,758.3835433433707
等级2,遂溪,757.6466384147767
等级2,横道河子,757.3919983961763
等级2,卓资东,756.7293471636781
等级2,周口东,754.0240492805427
等级2,广通北,752.517034651421
等级2,晋中,752.0439504667019
等级2,璧山,751.3869259517775
等级2,安图西,750.780682158917
等级2,衡山,749.8296177236296
等级3,朝阳镇,748.8365626235204
等级3,谭家井,746.2015329273871
等级3,平凉,744.8664353359169
等级3,绥棱,739.8279032413742
等级3,酉阳,738.5039674104556
等级3,句容西,738.1712473058569
等级3,林口,737.4086690279638
等级3,盖州西,736.6788696420684
等级3,丰顺东,735.0748901699131
等级3,春申,733.9088674594503
等级3,子长,731.7905463818936
等级3,富源北,729.9883975363658
等级3,固原,726.047030208428
等级3,惠山,725.9192403708561
等级3,大雁,723.9577073348933
等级3,青城山,723.0623857632647
等级3,虞城县,722.9015350612726
等级3,郴州,722.653756374658
等级3,涵江,722.6293244259733
等级3,庄河北,721.8934890614439
等级3,罗江东,721.7893648451022
等级3,免渡河,721.1382141802607
等级3,大杨树,720.1530199727046
等级3,双流机场,719.8872589109681
等级3,金山园区,718.9776928244357
等级3,叶榭,718.9776928244357
等级3,焉耆,717.6420593981604
等级3,扎赉诺尔西,716.7937533458754
等级3,中山北,715.7437167035106
等级3,玉田县,715.0839735505558
等级3,海阳北,713.514408663511
等级3,武功,712.2562617222153
等级3,绥芬河,710.6991484519136
等级3,苏州新区,709.4063971811468
等级3,沭阳,706.0711547433812
等级3,横峰,702.7499654276787
等级3,安仁,702.4185150265664
等级3,一面坡,701.7499960973728
等级3,五府山,701.5852533070849
等级3,曲阜,700.4897489874671
等级3,茂名西,695.7313420441255
等级3,嘉峪关南,694.8951165200684
等级3,经棚,693.2738503352624
等级3,鄂尔多斯,692.6919423656485
等级3,张掖西,692.4166037359988
等级3,博鳌,692.372677576725
等级3,眉山东,691.3280247729296
等级3,山阴,687.1296824873956
等级3,龙洞堡,685.1274389346988
等级3,滨海,682.5225997102734
等级3,祁县,681.9876656872899
等级3,亚布力西,681.191734323953
等级3,图们北,679.6419499252225
等级3,怀仁东,677.5416293702434
等级3,乌兰浩特,676.6635408633288
等级3,珞璜南,674.1107489310888
等级3,兴业,673.2163918926867
等级3,平安驿,669.651599220184
等级3,揭阳,666.6106302757485
等级3,阜新,664.8615928944427
等级3,紫阳,663.9026974913313
等级3,福山镇,662.6044235992863
等级3,安化,661.1539783293409
等级3,义马,661.1317089447282
等级3,同心,659.6896181278321
等级3,旬阳北,659.2713724076651
等级3,叶柏寿,658.9898341540658
等级3,应县,655.9328173755403
等级3,文地,655.6974430683333
等级3,中宁,655.6160754244738
等级3,莒南,652.728627541776
等级3,白银西,652.5203326331981
等级3,费县,650.018468919682
等级3,葛店南,649.9222109727073
等级3,赤峰南,647.0363662702684
等级3,武隆,643.850084963188
等级3,方正,643.6025512553852
等级3,廉江,643.0240372496377
等级3,武威南,641.5213144755091
等级3,靖边,640.9588630128445
等级3,沙河市,640.882706455242
等级3,宁武,639.4454253681762
等级3,长治北,638.7532515894046
等级3,黄山,638.6202091716416
等级3,端州,637.5045077624052
等级3,四会,636.5830976690601
等级3,桐城,636.1708083058314
等级3,乌海西,635.0311911151354
等级3,黄村,633.4372367951821
等级3,简阳南,631.4661132905552
等级3,长葛,630.6257817112231
等级3,禄丰南,628.5693224495768
等级3,项城,625.5279555337011
等级3,敦煌,623.4606788455013
等级3,襄汾,620.4798345299939
等级3,穆棱,619.1116912844853
等级3,神树,618.9145215625078
等级3,沈丘,618.4891719923125
等级3,三门峡西,617.8121433629262
等级3,威海北,617.3078130244533
等级3,闻喜,616.3683148629481
等级3,康金井,615.9102856343738
等级3,绩溪县,615.043764264764
等级3,石泉县,613.6444997205112
等级3,香兰,606.7614958748468
等级3,秀英,606.7480687796041
等级3,朔州,606.5262687696633
等级3,昂昂溪,605.0985986616533
等级3,威舍,604.2037664716213
等级3,角美,602.4679331389303
等级3,彭水,601.0217781056449
等级3,承德,597.7685816968451
等级3,昭山,596.9715408024117
等级3,怀仁,595.4090561213586
等级3,新和,593.7720368063857
等级3,榕江,592.2819272333714
等级3,狮山北,589.7134679490077
等级3,咸宁南,588.4933295979044
等级3,普湾,587.9083339669206
等级3,关林,586.4704183031749
等级3,阿图什,586.2122544863595
等级3,贵定,583.5751199103038
等级3,晋城,582.5770332902524
等级3,长治,582.5770332902524
等级3,成都西,582.4042974742381
等级3,长安西,581.794431231537
等级3,西乡,578.985033845024
等级3,梧州,578.9571996111196
等级3,道州,578.9571996111196
等级3,江华,578.9571996111196
等级3,武夷山,577.6464149479606
等级3,永登,574.9535574392144
等级3,兴义,573.8860995077473
等级3,精河南,571.5470071903675
等级3,朝阳南,570.7378962384046
等级3,绥阳,566.1450430036937
等级3,烟筒屯,563.0064129741774
等级3,大足南,560.1101091123275
等级3,桃村北,559.537215060851
等级3,大孤山,557.47237903194
等级3,耒阳,555.9913688555308
等级3,固镇,552.7716710263868
等级3,汾阳,552.4715895770213
等级3,揭阳机场,551.6473809276364
等级3,当涂东,551.4542922085982
等级3,兴宁,549.8996857013201
等级3,海林北,549.6683185728405
等级3,景德镇,549.6579861256314
等级3,灌南,545.1708939043492
等级3,光明城,540.3379494734959
等级3,兴平,538.5495216701856
等级3,武清,537.5469470700048
等级3,广宁,531.9945695720801
等级3,莒县,530.3402692781658
等级3,诸城,530.3402692781658
等级3,云东海,529.7887431674357
等级3,赶水东,528.4567496796116
等级3,双水镇,527.6095302824118
等级3,化州,522.598807344842
等级3,上虞,520.6582589478868
等级3,庙山,518.68192901532
等级3,阿城北,515.9828560397539
等级3,孝感东,514.7714417589759
等级3,延吉,513.1523284520631
等级3,海门,510.7001743917189
等级3,马鞍山,509.8712087435286
等级3,太和北,508.3118083096993
等级3,界首市,508.3118083096993
等级3,通远堡西,507.57583066349946
等级3,吴堡,507.228848343514
等级3,关岭,506.0171715866759
等级3,戚墅堰,505.4535474574151
等级3,临城,501.9396316457877
等级3,双丰,500.47824005366346
等级3,白山市,499.0825479267145
等级3,燕郊,497.5242364187907
等级3,蛟河,496.9228703332512
等级3,麻阳,490.6126982565047
等级3,拉哈,488.73382436406433
等级3,南湖东,488.2036531076583
等级3,密山,485.2381286224917
等级3,青堆,482.1125911413271
等级3,五莲,477.4996248704729
等级3,察素齐,476.9565734016637
等级3,梁平南,476.56186391455446
等级3,酒泉南,476.20027440191706
等级3,汨罗,475.9048150106778
等级3,金城江,474.2012583350795
等级3,贵定县,474.014873010879
等级3,龙市,472.7860856874231
等级3,新会,471.2188147481336
等级3,新立屯,469.609581496304
等级3,靖州,466.7240963353021
等级3,都江堰,466.2318588155495
等级3,梅州,465.6210492152296
等级3,荷塘,464.7713059349
等级3,白河东,464.5086317701107
等级3,建阳,464.3048960768935
等级3,太和东,462.5331238119937
等级3,古镇,461.7140311697565
等级3,瓜州,461.5997170803438
等级3,漳县,458.8405531461374
等级3,遵义南,458.3614785803063
等级3,昌乐,456.860871936821
等级3,交城,456.09302842760167
等级3,涟水,455.0804332568425
等级3,黄冈东,453.91536121246327
等级3,鹤岗,452.6065208082944
等级3,轮台,452.13655917579655
等级3,雅安,451.745033599198
等级3,虢镇,451.1974266072255
等级3,修文县,451.1030590718234
等级3,德令哈,450.5804223789803
等级3,镇赉,449.4060249395207
等级3,平山,448.98308486437793
等级3,林西,445.9740551058068
等级3,桃山,445.5522194159549
等级3,通北,443.4511938815377
等级3,新安县,441.67978432765926
等级3,临泉,440.9151742083446
等级3,源潭,440.5619982683867
等级3,五家,440.4408861666304
等级3,中川机场,439.4606192491472
等级3,九三,438.0170511604631
等级3,英德,437.97999035082273
等级3,汤逊湖,437.9622597953471
等级3,达拉特西,437.91245086999686
等级3,三源浦,437.3355874794109
等级3,上海西,432.5519810783942
等级3,庐江,431.9169415139187
等级3,定陶,430.2405814399795
等级3,乌苏,429.3137152289584
等级3,景泰,427.5403526157481
等级3,沂南,427.0494185445164
等级3,济源,426.5551376080261
等级3,太湖,424.873048232512
等级3,清涧县,424.8236508798964
等级3,乐昌东,424.5298501423601
等级3,南华,423.3977058662484
等级3,牛河梁,421.2672523891358
等级3,朝天,420.2556916052093
等级3,徐闻,418.4439488968901
等级3,临颍,414.60630047276095
等级3,江永,414.37895556153313
等级3,零陵,414.37895556153313
等级3,龙里北,413.6341729812808
等级3,普安县,413.32733045850495
等级3,天镇,413.1756383325653
等级3,清河门北,412.65878169131673
等级3,融安,412.570591363412
等级3,洪梅,411.82107688726273
等级3,子洲,411.749197482583
等级3,莎车,411.38588576731183
等级3,辽源,410.2199139476695
等级3,贺胜桥东,407.6254990728641
等级3,本溪新城,406.362016340568
等级3,高平,406.19457148861073
等级3,白奎堡,406.0015212584095
等级3,鼎湖山,405.949627329388
等级3,高邑,405.0868024338903
等级3,江桥,403.7636326298111
等级3,新肇,403.07575583866014
等级3,勉县,403.0442361956247
等级3,攸县南,401.356357085396
等级3,炎陵,401.356357085396
等级3,融水,400.7778720111264
等级3,陇县,400.0549774943256
等级3,新民,397.9667631797025
等级3,银滩,395.14138476822734
等级3,安图,392.9199020998648
等级3,枫林,392.7802063038748
等级3,江宁西,390.7500331675594
等级3,隆回,390.3169183783262
等级3,五龙背东,390.2007873832218
等级3,巴楚,389.8943007127277
等级3,和田,388.9380273509155
等级3,洞口,385.362311349766
等级3,宜州,385.1023158408935
等级3,郯城,385.09530030843126
等级3,正定,379.39362438292
等级3,天祝,379.1022885636304
等级3,江门东,378.0090472202056
等级3,虎林,377.2103435812032
等级3,南朗,371.5402520148919
等级3,阳春,371.0743152430492
等级3,蓬安,370.8395495877386
等级3,苇河西,369.9166598562461
等级3,义县,368.7339834532916
等级3,东海县,366.2701045242386
等级3,防城港北,363.680935437057
等级3,沂水,362.7257604532201
等级3,开江,361.8845506582119
等级3,兴国西,360.7071431993032
等级3,三都县,359.8644601632194
等级3,红果,356.3958817229676
等级3,山坡东,352.92376180384286
等级3,南宁西,351.86866289082576
等级3,拉萨,350.57715629305284
等级3,新塘南,349.7895736820806
等级3,阳澄湖,349.151255524283
等级3,松滋,347.8894817810424
等级3,纸坊东,347.8876258613358
等级3,丽江,346.7636708377356
等级3,安广,343.1979364764968
等级3,东方红,343.10711140409154
等级3,迎春,343.10711140409154
等级3,克山,342.4231294440397
等级3,会昌北,342.3175693622677
等级3,梁平,339.9104026319982
等级3,长山屯,339.85416445383544
等级3,大营镇,338.89321851029104
等级3,巨野,338.88403831557906
等级3,凌源,337.12608539929056
等级3,那曲,335.92290970853423
等级3,神州,333.45619156445764
等级3,阳谷,333.2477311060667
等级3,沙坪坝,333.0820301808837
等级3,蓬溪,329.0926591502649
等级3,军粮城北,327.0489559689415
等级3,黄陵南,326.8830935653266
等级3,永济,326.80219522927786
等级3,青莲,326.6617975794173
等级3,彭山北,325.99105991056194
等级3,伊春,324.98783071214564
等级3,师宗,323.7841233616034
等级3,山市,323.6757075245064
等级3,富锦,322.84312785071603
等级3,赵光,322.29479039025483
等级3,吉安西,320.8324263788853
等级3,钟祥,320.20785440545006
等级3,松江河,319.802617909382
等级3,白河,319.802617909382
等级3,庆盛,319.54895249855565
等级3,西渡,319.2583739398065
等级3,双洋,316.6394802527899
等级3,林源,316.20963925479947
等级3,太阳升,316.20963925479947
等级3,立志,316.20963925479947
等级3,横道河子东,315.61255876290886
等级3,王岗,314.20478009418434
等级3,五原,312.2794211086732
等级3,广安南,312.2121498647357
等级3,草海,311.0401782746105
等级3,通道,310.1952084946452
等级3,明城,310.1251671647749
等级3,文登,310.00021682121053
等级3,潮州,309.9473309289062
等级3,格尔木,309.6788131312255
等级3,虎门东,308.1268038686948
等级3,灵武,308.02161488556305
等级3,应城,307.72233349239525
等级3,白河县,307.37936633777326
等级3,民乐,307.1328137824936
等级3,福利屯,305.0329969763051
等级3,北滘,303.6761676360742
等级3,黄冈,303.2324561748512
等级3,垫江,302.27989948928297
等级3,义县西,301.60176459068794
等级3,安江东,301.5795482672244
等级3,珠海北,301.3787797544479
等级3,双峰北,300.7413505545589
等级3,和硕,299.63622141754234
等级3,大余,298.4801545934377
等级3,临湘,297.45183843955726
等级3,米脂,296.4193554288138
等级3,宜城,296.15638449817203
等级3,城子坦,294.9162034671172
等级3,昭通,293.717110172824
等级3,都匀,293.2896686107208
等级3,麻尾,292.7138508482091
等级3,沁县,292.0398940124518
等级3,承德南,291.4935994155508
等级3,乌奴耳,291.1964619427656
等级3,八面城,290.8774486679157
等级3,塔哈,290.8485707388129
等级3,普安,289.84441415204714
等级3,柳园南,287.8045192323214
等级3,兰州新区,287.4680407694725
等级3,枝城,287.22620974162817
等级3,泗水,287.035109296986
等级3,桃源,286.8285648147099
等级3,大石头南,286.1825657734493
等级3,彭州,286.0991896958848
等级3,伊图里河,284.92679378971746
等级3,岳池,284.16469267096994
等级3,夏格庄,283.45537730526644
等级3,狮山,280.62742744083505
等级3,界首南,278.28507083791555
等级3,犍为,277.898435729008
等级3,低窝铺,277.5520682185586
等级3,五女山,276.7556703325976
等级3,兴隆县,276.45818172025844
等级3,马兰,276.388769266612
等级3,鹰手营子,276.33968399544864
等级3,红彦,275.03038051165146
等级3,黑河,274.571322424512
等级3,孙吴,274.571322424512
等级3,扶沟南,274.5460743845985
等级3,东边井,274.00466677438817
等级3,平庄北,272.8939068699864
等级3,天义,272.8939068699864
等级3,庄桥,272.6012036798453
等级3,奈曼,272.2478440317534
等级3,嘉祥,272.20026961102315
等级3,牙屯堡,270.72208998369445
等级3,临澧,270.39688363865235
等级3,石人城,270.0625904031091
等级3,叶城,269.8964000434693
等级3,烟筒山,268.993546377737
等级3,临沂北,268.24596500102007
等级3,花园口,267.9836243105634
等级3,三河县,265.1123860373757
等级3,柴河,265.02683447526954
等级3,辰溪,264.6632757092949
等级3,岑溪,263.959889536472
等级3,容县,263.959889536472
等级3,皮口,263.9068370540845
等级3,帽儿山,262.8987541293601
等级3,嵩明,262.3101028014463
等级3,查干湖,261.95467493383103
等级3,沈家,261.87407589425504
等级3,柳河,261.2364554062728
等级3,新民北,260.4422336230706
等级3,邛崃,259.025890735336
等级3,墨玉,258.886435327692
等级3,黄梅,258.246238090244
等级3,颍上,257.95256580694286
等级3,兰棱,257.6940052894264
等级3,会同,256.92251794647615
等级3,一面坡北,253.47899105186292
等级3,崇州,252.66855093223947
等级3,五大连池,250.12312743199584
等级3,轩岗,249.735486112569
等级3,胜利镇,249.56426357601052
等级3,长沙西,246.4515491266186
等级3,泗阳,246.03395554032332
等级3,小岭,245.14726333166928
等级3,南杂木,244.2386440002623
等级3,阜宁,243.90230723361816
等级3,土地堂东,243.30748528520184
等级3,南丹,242.2294862828224
等级3,乌鲁木齐南,242.07428157387184
等级3,乐平市,241.75647857687943
等级3,高台南,241.3872620232173
等级3,完工,240.367855004771
等级3,长寿湖,240.10424413372536
等级3,临泽南,239.94572834191612
等级3,张家口南,239.5228957569757
等级3,楚山,238.2900426831161
等级3,安口窑,236.09213887063464
等级3,安亭北,235.81808500436492
等级3,西丰,235.42892116798436
等级3,昆玉,235.22370714841685
等级3,克东,234.63097515677637
等级3,江都,234.23868166658087
等级3,宁东,232.618585098444
等级3,平泉北,231.20478351087
等级3,坪石,230.3507961819648
等级3,平泉,229.99367122595623
等级3,密云北,229.83882774689272
等级3,咸丰,229.11810741530567
等级3,嵯岗,228.92252664174347
等级3,阿克陶,228.78494456513727
等级3,向阳,227.93229985830243
等级3,横沟桥东,227.83658555592137
等级3,枣庄东,227.7273828924715
等级3,甘泉北,226.6191825330456
等级3,王府,226.5882959289484
等级3,蒙自,226.39855020313308
等级3,盐池,225.99292527092388
等级3,舒兰,224.7967717509007
等级3,淮北北,224.54666116217064
等级3,皋兰,223.9526150397188
等级3,京山,223.79437861423023
等级3,姜堰,223.5705573140411
等级3,株洲南,222.75894091680715
等级3,大丰,222.75894091680715
等级3,田心东,222.75894091680715
等级3,龙镇,222.42373859275116
等级3,玛纳斯,222.3433457711356
等级3,哈力图,221.36379050306357
等级3,赣州西,220.87793946338115
等级3,罗平,220.32700219151212
等级3,隆化,220.12594303187865
等级3,成都南,219.33843066223312
等级3,鸡东,218.8052363223269
等级3,北井子,218.79795245404068
等级3,沈丘北,218.6820828700694
等级3,根河,217.93125364873632
等级3,库都尔,217.93125364873632
等级3,东京城,214.17040447851707
等级3,伊拉哈,214.0858659534157
等级3,灯塔,213.31126473231228
等级3,成高子,212.83245802662236
等级3,施秉,212.32062489981823
等级3,张维屯,212.17822856287063
等级3,吐哈,211.436636602745
等级3,杏树屯,211.00791607523425
等级3,阜南,210.99197733984408
等级3,南雄,210.9341022594873
等级3,丰顺,209.7588551957093
等级3,阳曲,209.62562861185427
等级3,巴林,209.39576677283645
等级3,元氏,208.2352657489178
等级3,宁国,208.1934562236102
等级3,宝林,208.06439331677183
等级3,月山,207.79425387754367
等级3,宋城路,205.8716693133087
等级3,徽县,205.72957552836988
等级3,两当,205.72957552836988
等级3,凤县,205.72957552836988
等级3,略阳,205.72957552836988
等级3,华蓥,204.68661582451443
等级3,祁门,202.7460670291657
等级3,皮山,201.783949980504
等级3,勃利,201.55095605321432
等级3,小市,201.5478946510193
等级3,宿迁,201.31007751593592
等级3,前进镇,200.86226250485024
等级4,威岭,200.4177571233511
等级4,揭阳南,199.61429807888848
等级4,四合永,199.0562541152018
等级4,老莱,198.44920510659725
等级4,五常,197.63679296942115
等级4,东丰,197.128752046035
等级4,三江县,196.70264467820584
等级4,朱家沟,196.530541749957
等级4,高州,195.40549974544084
等级4,煤田,195.26270634031093
等级4,牧原,195.26270634031093
等级4,三家店,194.96642858777068
等级4,阳邑,194.77068548102332
等级4,磁山,194.77068548102332
等级4,井店,194.77068548102332
等级4,黎城,194.77068548102332
等级4,常山,194.468354563859
等级4,始兴,193.9121812296676
等级4,龙山北,193.21263643609072
等级4,邵武,193.13930668985452
等级4,襄垣,192.97508026697668
等级4,乌尔旗汗,192.20243554561932
等级4,宋,191.9594376185692
等级4,建瓯,191.823485082685
等级4,岩山,191.7969704375112
等级4,锡林浩特,191.14156411029745
等级4,乌兰察布,190.09801117093625
等级4,富源,189.7744642572616
等级4,图里河,188.5881449484965
等级4,元宝山,187.84833726098623
等级4,姚渡,186.8013744483715
等级4,永安乡,184.4593416960982
等级4,依安,182.6904507318506
等级4,北京东,182.19719899377972
等级4,通州西,181.19276969369847
等级4,乐昌,180.6458504162439
等级4,喀左,180.47298492048617
等级4,峨眉山,180.13585729748098
等级4,淮阳南,179.83636048453695
等级4,新邱,178.01688779087334
等级4,讷尔克气,177.63988985364892
等级4,邵阳西,177.27432396358913
等级4,敖汉,176.97738398336077
等级4,黑山北,175.83599473131466
等级4,下板城,175.16192211502147
等级4,高楞,174.64949963271508
等级4,大安北,174.62220546836733
等级4,乾安,174.62220546836733
等级4,五台山,174.04636281056116
等级4,代县,174.04636281056116
等级4,繁峙,174.04636281056116
等级4,宁安,173.5875990915918
等级4,襄河,173.2368723450927
等级4,鹤庆,173.1254683625164
等级4,朝阳,172.1794827682853
等级4,土溪,172.16159249364304
等级4,新友谊,172.1342078852503
等级4,郭家店,171.84320529229748
等级4,建水,171.28938935615844
等级4,顺德学院,171.00833327429618
等级4,张桥,170.05304340972938
等级4,石林,170.05299732713192
等级4,青神,169.5773241933126
等级4,恒地营,169.3440535218953
等级4,平昌,169.1563695447098
等级4,巴中,169.1563695447098
等级4,哈克,168.9107851125923
等级4,土贵乌拉,167.19622863496176
等级4,潞城,167.172990957953
等级4,营口,166.3954924360899
等级4,西固,165.40901918325395
等级4,晨明,165.12280765383915
等级4,咸宁东,164.24785358177482
等级4,桦南,163.2639550794782
等级4,乌固诺尔,161.84900628683323
等级4,八方,161.406538130231
等级4,双牌,161.3110915986429
等级4,富川,161.3110915986429
等级4,达拉滨,161.0710541963241
等级4,白涧,160.72605585716224
等级4,杨桥,160.58949381453425
等级4,榆社,160.54342142307473
等级4,南芬北,159.73953809630964
等级4,达坂城,158.97108440882562
等级4,深圳机场北,158.8923885248376
等级4,原平西,158.8461792970662
等级4,清水县,158.32777874700415
等级4,张家川,158.32777874700415
等级4,厚街,157.45957414808282
等级4,韩城,157.39970981617827
等级4,云梦东,157.06336030752445
等级4,蔡家沟,156.2830702217695
等级4,两家,155.60882709537725
等级4,大兴机场,155.38798714244456
等级4,信宜,155.2746487707087
等级4,雁石南,155.2669698588985
等级4,原林,155.1134707823078
等级4,河口南,154.78324187132074
等级4,平房,154.0671007183846
等级4,阿金,153.88351284790338
等级4,卫星,152.16758272770153
等级4,忻州西,151.8188647830264
等级4,松桃,151.80844960051832
等级4,潼关,151.78947684071804
等级4,迁安,151.67435830050744
等级4,灵丘,150.74377637885425
等级4,小河镇,150.692971556156
等级4,西华,150.45715793171976
等级4,密山西,149.35328820639475
等级4,沟口,147.96508998147692
等级4,丹徒,147.08932646982262
等级4,石头,146.65983313932554
等级4,民和南,146.58059338931488
等级4,成吉思汗,145.5593290439144
等级4,五通,145.20029379343464
等级4,香坊,144.92821034043018
等级4,岭北,144.12260516967848
等级4,郫县西,143.66172743322892
等级4,屏边,142.70972264373347
等级4,河口北,142.70972264373347
等级4,河津,142.5815551171127
