train_no,origin_station,destination_station,station_train_code
4f000D170104,西安北,贵阳北,D1701
78000D170201,贵阳北,西安北,D1702
78000D170201,贵阳北,西安北,D1703
4f000D170104,西安北,贵阳北,D1704
4f000D170502,西安北,贵阳北,D1705
78000D170603,贵阳北,西安北,D1706
78000D170603,贵阳北,西安北,D1707
4f000D170502,西安北,贵阳北,D1708
76000D177901,成都东,北海,D1779
73000D178003,北海,成都东,D1780
76000D178100,成都东,南宁东,D1781
71000D178203,南宁东,成都东,D1782
76000D178504,成都东,南宁东,D1785
71000D178603,南宁东,成都东,D1786
77000D179105,重庆西,柳州,D1791
77000D179302,重庆西,北海,D1793
71000D179405,南宁东,重庆西,D1794
71000D179604,柳州,重庆西,D1796
77000D179700,重庆西,北海,D1797
73000D179800,北海,重庆西,D1798
76000D180101,成都东,广州南,D1801
6c000D180609,广州南,成都东,D1806
6c000D180609,广州南,成都东,D1807
76000D181208,成都东,广州南,D1809
6c000D181003,广州南,成都东,D1810
76000D181208,成都东,广州南,D1812
76000D182003,成都东,广州南,D1817
6c000D18180A,广州南,成都东,D1818
6c000D18180A,广州南,成都东,D1819
76000D182003,成都东,广州南,D1820
76000D182409,成都东,广州南,D1821
6c000D182205,广州南,成都东,D1822
76000D182409,成都东,广州南,D1824
76000D182503,成都东,广州南,D1825
6c000D182602,广州南,成都东,D1826
76000D183304,成都东,广州南,D1833
6c000D183403,广州南,成都东,D1834
6c000D183403,广州南,成都东,D1835
76000D183701,成都东,桂林北,D1837
71000D183801,桂林北,成都东,D1838
76000D184105,成都东,珠海,D1841
6e000D184203,珠海,成都东,D1842
63000D184910,广州,广元,D1849
76000D185110,广元,广州,D1850
76000D185110,广元,广州,D1851
63000D184910,广州,广元,D1852
63000D185301,广州,成都东,D1853
76000D185500,成都东,广州,D1854
76000D185500,成都东,广州,D1855
63000D185301,广州,成都东,D1856
63000D185702,广州,成都东,D1857
76000D185900,成都东,广州,D1858
76000D185900,成都东,广州,D1859
63000D185702,广州,成都东,D1860
77000D186102,重庆西,广州南,D1861
6c000D186204,广州南,重庆西,D1862
6c000D186402,广州南,重庆西,D1864
77000D186505,重庆西,广州南,D1865
6c000D186801,广州南,重庆西,D1868
77000D187105,重庆西,广州南,D1871
6c000D187203,广州南,重庆西,D1872
6c000D187405,广州南,重庆西,D1874
77000D187503,重庆西,广州南,D1875
77000D187703,重庆西,广州南,D1877
77000D188103,万州北,广州南,D1881
6c000D188207,广州南,万州北,D1882
6c000D188207,广州南,万州北,D1883
77000D188103,万州北,广州南,D1884
27000D190104,太原南,成都东,D1901
76000D190403,成都东,太原南,D1904
27000D190502,太原南,成都东,D1905
76000D190603,成都东,太原南,D1906
4f000D191107,西安北,成都东,D1911
76000D191207,成都东,西安北,D1912
4f000D191304,西安北,成都东,D1913
76000D191405,成都东,西安北,D1914
4f000D191505,西安北,成都东,D1915
4f000D191706,西安北,成都东,D1917
76000D191802,成都东,西安北,D1918
4f000D191903,西安北,成都东,D1919
76000D192007,成都东,西安北,D1920
4f000D192107,西安北,成都东,D1921
76000D192204,成都东,西安北,D1922
4f000D192303,西安北,成都东,D1923
76000D192402,成都东,西安北,D1924
4f000D192506,西安北,成都东,D1925
76000D192603,成都东,西安北,D1926
4f000D192707,西安北,成都东,D1927
76000D192809,成都东,西安北,D1928
4f000D192906,西安北,成都东,D1929
76000D193004,成都东,西安北,D1930
4f000D193107,西安北,成都东,D1931
76000D193202,成都东,西安北,D1932
4f000D193308,西安北,成都东,D1933
76000D193402,成都东,西安北,D1934
4f000D193505,西安北,成都东,D1935
76000D193603,成都东,西安北,D1936
4f000D193705,西安北,成都东,D1937
76000D193804,成都东,西安北,D1938
4f000D193906,西安北,成都东,D1939
76000D194007,成都东,西安北,D1940
4f000D194104,西安北,成都东,D1941
76000D194203,成都东,西安北,D1942
4f000D194306,西安北,成都东,D1943
76000D194404,成都东,西安北,D1944
76000D194603,成都东,西安北,D1946
4f000D194707,西安北,成都东,D1947
76000D194803,成都东,西安北,D1948
4f000D194908,西安北,成都东,D1949
76000D195003,成都东,西安北,D1950
4f000D195104,西安北,成都东,D1951
76000D195202,成都东,西安北,D1952
77000D195301,重庆西,太原南,D1953
27000D195512,太原南,重庆西,D1954
27000D195512,太原南,重庆西,D1955
77000D195301,重庆西,太原南,D1956
77000D195703,重庆西,太原南,D1957
27000D195905,太原南,重庆西,D1958
27000D195905,太原南,重庆西,D1959
77000D195703,重庆西,太原南,D1960
77000D196103,重庆西,太原南,D1961
27000D196304,太原南,重庆西,D1962
27000D196304,太原南,重庆西,D1963
77000D196103,重庆西,太原南,D1964
77000D196510,重庆西,西安北,D1965
77000D196510,重庆西,西安北,D1968
77000D196902,重庆西,西安北,D1969
4f000D197104,西安北,重庆北,D1970
4f000D197104,西安北,重庆北,D1971
77000D196902,重庆西,西安北,D1972
77000D197703,重庆北,西安北,D1977
4f000D197904,西安北,重庆北,D1978
4f000D197904,西安北,重庆北,D1979
77000D197703,重庆北,西安北,D1980
4f000D198308,西安北,重庆北,D1982
4f000D198308,西安北,重庆北,D1983
77000D198501,重庆北,西安北,D1985
4f000D198704,西安北,重庆西,D1986
4f000D198704,西安北,重庆西,D1987
77000D198501,重庆北,西安北,D1988
77000D198901,重庆北,西安北,D1989
4f000D199110,西安北,重庆西,D1990
4f000D199110,西安北,重庆西,D1991
77000D198901,重庆北,西安北,D1992
27000D200227,临汾西,北京西,D2002
24000D20030J,北京西,运城北,D2003
27000D200449,运城北,北京西,D2004
24000D20050I,北京西,临汾西,D2005
4e000D217501,武汉,千岛湖,D2175
56000D217701,千岛湖,武汉,D2176
56000D217701,千岛湖,武汉,D2177
4e000D217501,武汉,千岛湖,D2178
39000D219005,汉口,杭州,D2187
56000D218802,杭州,宜昌东,D2188
56000D218802,杭州,宜昌东,D2189
39000D219005,汉口,杭州,D2190
42000D219405,宜昌东,杭州东,D2191
56000D219215,杭州东,汉口,D2192
56000D219215,杭州东,汉口,D2193
42000D219405,宜昌东,杭州东,D2194
39000D219803,汉口,宁波,D2195
5e000D219602,宁波,宜昌东,D2196
5e000D219602,宁波,宜昌东,D2197
39000D219803,汉口,宁波,D2198
76000D220820,成都东,上海虹桥,D2205
5l000D220680,上海虹桥,成都东,D2206
5l000D220680,上海虹桥,成都东,D2207
76000D220820,成都东,上海虹桥,D2208
77000D22140A,重庆北,上海虹桥,D2211
5q000D221200,嘉兴南,重庆北,D2212
5q000D221200,嘉兴南,重庆北,D2213
77000D22140A,重庆北,上海虹桥,D2214
77000D221809,重庆北,上海虹桥,D2215
5l000D221670,上海虹桥,重庆北,D2216
5l000D221670,上海虹桥,重庆北,D2217
77000D221809,重庆北,上海虹桥,D2218
76000D222409,成都东,杭州东,D2221
56000D222261,杭州东,成都东,D2222
56000D222261,杭州东,成都东,D2223
76000D222409,成都东,杭州东,D2224
77000D222808,重庆北,福州,D2225
58000D22260D,福州,重庆北,D2226
58000D22260D,福州,重庆北,D2227
77000D222808,重庆北,福州,D2228
77000D22340B,重庆北,厦门北,D2231
5n000D22320K,厦门北,重庆北,D2232
5n000D22320K,厦门北,重庆北,D2233
77000D22340B,重庆北,厦门北,D2234
76000D223808,成都东,南昌,D2235
57000D22360I,南昌,成都东,D2236
57000D22360I,南昌,成都东,D2237
76000D223808,成都东,南昌,D2238
76000D22440F,成都东,福州,D2241
58000D22420M,福州,成都东,D2242
58000D22420M,福州,成都东,D2243
76000D22440F,成都东,福州,D2244
77000D224806,重庆北,杭州东,D2245
56000D224630,杭州东,重庆北,D2246
56000D224630,杭州东,重庆北,D2247
77000D224806,重庆北,杭州东,D2248
39000D22510A,汉口,重庆北,D2251
77000D225206,重庆北,汉口,D2252
76000D225630,成都东,宜兴,D2253
5s000D225441,宜兴,成都东,D2254
5s000D225441,宜兴,成都东,D2255
76000D225630,成都东,宜兴,D2256
39000D22590C,汉口,成都东,D2259
76000D22600C,成都东,汉口,D2260
76000D226404,成都东,杭州东,D2261
56000D226271,杭州东,成都东,D2262
56000D226271,杭州东,成都东,D2263
76000D226404,成都东,杭州东,D2264
77000D227002,重庆北,南通,D2267
5f000D226840,南通,重庆北,D2268
5f000D226840,南通,重庆北,D2269
77000D227002,重庆北,南通,D2270
5l000D227140,南京南,重庆北,D2271
77000D227208,重庆北,南京南,D2272
77000D227804,重庆北,武汉,D2275
4e000D22760A,武汉,重庆北,D2276
4e000D22760A,武汉,重庆北,D2277
77000D227804,重庆北,武汉,D2278
54000D228104,南京,深圳北,D2281
6i000D22820B,深圳北,南京,D2282
5l000D228302,上海虹桥,深圳北,D2283
6i000D22840A,深圳北,上海虹桥,D2284
5l000D228504,上海虹桥,深圳北,D2285
6i000D22860C,深圳北,上海虹桥,D2286
5l000D228770,上海虹桥,深圳北,D2287
6i000D22880G,深圳北,上海虹桥,D2288
5l000D229302,南京南,深圳北,D2293
6i000D22940J,深圳北,南京南,D2294
5u000D22970G,泰宁,深圳北,D2297
6i000D22980F,深圳北,福州南,D2298
5n000D23010I,福州南,深圳北,D2301
6i000D23020G,深圳北,福鼎,D2302
5n000D23030O,福州南,深圳北,D2303
6i000D23040H,深圳北,上饶,D2304
5n000D230509,福鼎,深圳北,D2305
6i000D23060I,深圳北,福州南,D2306
5n000D23070G,福州南,深圳北,D2307
6i000D23080C,深圳北,福州南,D2308
5n000D23090J,福州南,深圳北,D2309
6i000D23100E,深圳北,福州南,D2310
5n000D23110L,福州南,深圳北,D2311
6i000D23120K,深圳北,福州南,D2312
5n000D23130F,泉州,深圳北,D2313
6i000D231409,深圳北,泉州,D2314
5n000D23150E,泉州,深圳北,D2315
6i000D23160C,深圳北,厦门,D2316
58000D23170C,厦门,深圳北,D2317
6i000D231809,深圳北,厦门,D2318
58000D231901,厦门,深圳北,D2319
6i000D232007,深圳北,泉州,D2320
5u000D23210I,南昌西,深圳北,D2321
6i000D23220D,深圳北,南昌西,D2322
5n000D23230F,福州南,深圳北,D2323
6i000D23240A,深圳北,泰宁,D2324
57000D23250B,上饶,深圳北,D2325
6i000D23260U,深圳北,福州南,D2326
5n000D23270N,福州南,深圳北,D2327
6i000D23280B,深圳北,福州南,D2328
5n000D23290E,厦门北,深圳北,D2329
6i000D23300G,深圳北,福州,D2330
58000D23310G,福州,深圳北,D2331
6i000D23320E,深圳北,厦门北,D2332
6i000D233408,深圳北,厦门,D2334
58000D23350D,厦门,深圳北,D2335
6i000D233609,深圳北,厦门,D2336
58000D233906,厦门,深圳北,D2339
6i000D234005,深圳北,厦门,D2340
58000D234501,厦门,深圳北,D2345
6i000D234608,深圳北,厦门,D2346
58000D234901,厦门,深圳北,D2349
6i000D235010,深圳北,厦门,D2350
5c000D23510H,龙岩,深圳北,D2351
6i000D23520G,深圳北,武夷山东,D2352
5y000D23530H,武夷山东,深圳北,D2353
6i000D23540F,深圳北,龙岩,D2354
5c000D235508,龙岩,深圳北,D2355
6i000D235605,深圳北,龙岩,D2356
57000D235709,赣州,深圳北,D2357
6i000D235804,深圳北,赣州,D2358
5u000D236103,南昌西,深圳北,D2361
6i000D236201,深圳北,南昌西,D2362
71000D236309,南宁东,广州南,D2363
6c000D23640B,广州南,南宁东,D2364
71000D23670F,桂林北,珠海,D2367
6e000D236808,珠海,桂林北,D2368
5l000D237350,南京南,成都东,D2373
76000D237403,成都东,南京南,D2374
77000D237803,重庆北,厦门,D2375
58000D237605,厦门,重庆北,D2376
58000D237605,厦门,重庆北,D2377
77000D237803,重庆北,厦门,D2378
65000D238104,广州东,厦门,D2381
58000D238306,厦门,广州东,D2382
58000D238306,厦门,广州东,D2383
65000D238104,广州东,厦门,D2384
6z000D239100,梅州西,厦门,D2391
58000D239300,厦门,梅州西,D2392
58000D239300,厦门,梅州西,D2393
6z000D239100,梅州西,厦门,D2394
27000D250107,太原南,西安北,D2501
4f000D25020B,西安北,太原南,D2502
4f000D250409,西安北,太原南,D2504
27000D25050A,太原南,西安北,D2505
4f000D25060C,西安北,太原南,D2506
27000D250706,太原南,西安北,D2507
4f000D25080B,西安北,怀仁东,D2508
4f000D25100I,西安北,太原南,D2510
27000D251119,太原南,西安北,D2511
4f000D251209,西安北,太原南,D2512
27000D25130A,太原南,西安北,D2513
27000D25150D,太原南,西安北,D2515
4f000D251606,西安北,太原南,D2516
28000D251701,怀仁东,西安北,D2517
4f000D251809,西安北,太原南,D2518
27000D251905,太原南,西安北,D2519
4f000D252009,西安北,太原南,D2520
27000D252128,太原南,西安北,D2521
4f000D252407,西安北,太原南,D2524
27000D252506,太原南,西安北,D2525
27000D25271A,太原南,西安北,D2527
4f000D252809,西安北,太原南,D2528
27000D252925,太原南,西安北,D2529
4f000D253007,西安北,太原南,D2530
27000D253123,太原南,西安北,D2531
27000D253315,太原南,西安北,D2533
4f000D253405,西安北,太原南,D2534
27000D253704,太原南,西安北,D2537
4f000D253805,西安北,太原南,D2538
4f000D254002,西安北,太原南,D2540
27000D256106,太原南,宝鸡南,D2561
4g000D256206,宝鸡南,太原南,D2562
27000D256305,太原南,宝鸡南,D2563
4g000D256408,宝鸡南,太原南,D2564
27000D256505,太原南,兰州西,D2565
8d000D256603,兰州西,太原南,D2566
27000D256705,太原南,兰州西,D2567
8d000D256804,兰州西,太原南,D2568
27000D256907,太原南,西宁,D2569
88000D257006,西宁,太原南,D2570
27000D257100,太原南,宝鸡南,D2571
4g000D257200,宝鸡南,太原南,D2572
4f000D265107,西安北,兰州西,D2651
8d000D265202,兰州西,西安北,D2652
4f000D265304,西安北,兰州西,D2653
8d000D265402,兰州西,西安北,D2654
4f000D265504,西安北,兰州西,D2655
8d000D265601,兰州西,西安北,D2656
4f000D265704,西安北,兰州西,D2657
8d000D265801,兰州西,西安北,D2658
4f000D265903,西安北,兰州西,D2659
8d000D266001,兰州西,西安北,D2660
4f000D266106,西安北,兰州西,D2661
8d000D266202,兰州西,西安北,D2662
4f000D266304,西安北,兰州西,D2663
8d000D266402,兰州西,西安北,D2664
4f000D26650B,西安北,兰州西,D2665
8d000D266600,兰州西,西安北,D2666
4f000D266703,西安北,兰州西,D2667
8d000D266803,兰州西,西安北,D2668
8d000D267001,兰州西,西安北,D2670
4f000D26710A,西安北,嘉峪关南,D2671
4f000D267307,西安北,嘉峪关南,D2673
8d000D267402,嘉峪关南,西安北,D2674
4f000D267504,西安北,兰州西,D2675
8d000D267600,兰州西,西安北,D2676
4f000D267704,西安北,兰州西,D2677
8d000D267821,兰州西,西安北,D2678
4f000D267903,西安北,兰州西,D2679
8d000D268001,兰州西,西安北,D2680
4f000D268102,西安北,兰州西,D2681
8d000D268201,张掖西,西安北,D2682
4f000D268300,西安北,兰州西,D2683
8d000D268400,兰州西,西安北,D2684
4f000D26850C,西安北,西宁,D2685
4f000D268708,西安北,嘉峪关南,D2687
88000D268806,西宁,西安北,D2688
4f000D26890A,西安北,兰州西,D2689
8d000D269011,兰州西,西安北,D2690
88000D269210,西宁,西安北,D2692
4f000D269308,西安北,兰州西,D2693
88000D269403,西宁,西安北,D2694
4f000D269505,西安北,兰州西,D2695
8d000D269601,嘉峪关南,西安北,D2696
8d000D269802,兰州西,西安北,D2698
4f000D269906,西安北,西宁,D2699
8d000D270152,兰州西,乌鲁木齐,D2701
8d000D270351,兰州西,乌鲁木齐,D2703
93000D270606,乌鲁木齐,兰州西,D2706
93000D270804,乌鲁木齐,兰州西,D2708
8d000D271123,兰州西,乌鲁木齐,D2711
93000D271205,乌鲁木齐,兰州西,D2712
8d000D274103,兰州西,嘉峪关南,D2741
8d000D274221,嘉峪关南,兰州西,D2742
8d000D274330,兰州西,嘉峪关南,D2743
8d000D274640,玉门,兰州西,D2746
85000D274931,兰州,敦煌,D2749
8d000D275022,嘉峪关南,兰州西,D2750
85000D275110,兰州,玉门,D2751
85000D274931,兰州,敦煌,D2752
8d000D275702,兰州西,嘉峪关南,D2757
8b000D275901,敦煌,兰州西,D2758
8b000D275901,敦煌,兰州西,D2759
78000D280307,贵阳北,广州南,D2803
6c000D28040A,广州南,贵阳北,D2804
6c000D28060D,广州南,贵阳北,D2806
78000D280707,贵阳北,广州南,D2807
78000D28090A,贵阳北,广州南,D2809
78000D28110A,贵阳北,广州南,D2811
6c000D28120D,广州南,贵阳北,D2812
6c000D28180D,广州南,贵阳北,D2818
78000D282309,贵阳北,广州南,D2823
78000D28250B,贵阳北,广州南,D2825
6c000D28300B,广州南,贵阳北,D2830
78000D28310M,贵阳北,广州南,D2831
6c000D28340D,广州南,贵阳北,D2834
78000D283705,贵阳北,广州南,D2837
6c000D283809,广州南,贵阳北,D2838
6c000D284009,广州南,贵阳北,D2840
78000D284104,贵阳北,广州南,D2841
6c000D28440B,广州南,贵阳北,D2844
63000D287706,广州,贵阳北,D2877
78000D28790C,贵阳北,广州,D2878
78000D28790C,贵阳北,广州,D2879
63000D287706,广州,贵阳北,D2880
71000D294604,柳州,广州南,D2943
6c000D294403,广州南,柳州,D2944
6c000D294403,广州南,柳州,D2945
71000D294604,柳州,广州南,D2946
71000D295005,柳州,广州南,D2947
6c000D294803,广州南,柳州,D2948
6c000D294803,广州南,柳州,D2949
71000D295005,柳州,广州南,D2950
71000D295404,柳州,广州南,D2951
6c000D295204,广州南,柳州,D2952
6c000D295204,广州南,柳州,D2953
71000D295404,柳州,广州南,D2954
71000D295804,柳州,广州南,D2955
6c000D295604,广州南,柳州,D2956
6c000D295604,广州南,柳州,D2957
71000D295804,柳州,广州南,D2958
71000D295905,桂林北,广州南,D2959
6c000D296003,广州南,桂林北,D2960
71000D296104,桂林北,广州南,D2961
6c000D296205,广州南,桂林北,D2962
71000D296306,桂林北,广州南,D2963
71000D296506,桂林北,广州南,D2965
6c000D296606,广州南,东安东,D2966
71000D296905,桂林北,广州南,D2969
6c000D297006,广州南,桂林北,D2970
6c000D297205,广州南,三江南,D2972
71000D297507,三江南,广州南,D2975
6c000D297605,广州南,桂林北,D2976
71000D297906,桂林北,广州南,D2979
6c000D298006,广州南,桂林北,D2980
6c000D298205,广州南,桂林北,D2982
6c000D298404,广州南,桂林北,D2984
71000D298502,桂林北,广州南,D2985
71000D298705,东安东,广州南,D2986
71000D298705,东安东,广州南,D2987
71000D299409,柳州,广州南,D2991
6c000D29920A,广州南,柳州,D2992
6c000D29920A,广州南,柳州,D2993
71000D299409,柳州,广州南,D2994
63000D299509,广州,桂林北,D2995
71000D299707,桂林北,广州,D2996
71000D299707,桂林北,广州,D2997
63000D299509,广州,桂林北,D2998
42000D300410,襄阳东,上海南,D3001
5l000D300250,上海虹桥,襄阳东,D3002
5l000D300250,上海虹桥,襄阳东,D3003
42000D300410,襄阳东,上海南,D3004
42000D30080H,宜昌东,上海虹桥,D3005
5l000D3006A0,上海虹桥,宜昌东,D3006
5l000D3006A0,上海虹桥,宜昌东,D3007
42000D30080H,宜昌东,上海虹桥,D3008
39000D30120L,汉口,上海虹桥,D3009
5l000D3010A0,上海虹桥,襄阳,D3010
5l000D3010A0,上海虹桥,襄阳,D3011
39000D30120L,汉口,上海虹桥,D3012
39000D30160E,汉口,上海虹桥,D3013
5l000D3014A0,上海虹桥,汉口,D3014
5l000D3014A0,上海虹桥,汉口,D3015
39000D30160E,汉口,上海虹桥,D3016
39000D30240B,武昌,上海虹桥,D3021
5l000D302260,上海虹桥,武昌,D3022
5l000D302260,上海虹桥,武昌,D3023
39000D30240B,武昌,上海虹桥,D3024
39000D30280G,汉口,上海虹桥,D3025
5l000D302690,上海虹桥,宜昌东,D3026
5l000D302690,上海虹桥,宜昌东,D3027
39000D30280G,汉口,上海虹桥,D3028
42000D303400,宜昌东,上海虹桥,D3031
5l000D3032C0,上海虹桥,汉口,D3032
5l000D3032C0,上海虹桥,汉口,D3033
42000D303400,宜昌东,上海虹桥,D3034
39000D30440G,武昌,上海虹桥,D3041
5l000D304273,上海虹桥,汉口,D3042
5l000D304273,上海虹桥,汉口,D3043
39000D30440G,武昌,上海虹桥,D3044
39000D30480F,武昌,上海虹桥,D3045
5l000D3046B0,上海虹桥,汉口,D3046
5l000D3046B0,上海虹桥,汉口,D3047
39000D30480F,武昌,上海虹桥,D3048
76000D305802,南充北,上海虹桥,D3055
5l000D305681,上海虹桥,南充北,D3056
5l000D305681,上海虹桥,南充北,D3057
76000D305802,南充北,上海虹桥,D3058
39000D306200,汉口,嘉兴南,D3059
55000D306001,上海南,汉口,D3060
55000D306001,上海南,汉口,D3061
39000D306200,汉口,嘉兴南,D3062
39000D306600,汉口,上海南,D3063
55000D306400,上海南,汉口,D3064
55000D306400,上海南,汉口,D3065
39000D306600,汉口,上海南,D3066
39000D307030,汉口,上海南,D3067
55000D306800,上海南,汉口,D3068
55000D306800,上海南,汉口,D3069
39000D307030,汉口,上海南,D3070
77000D307400,重庆北,上海南,D3071
55000D307200,上海南,重庆北,D3072
55000D307200,上海南,重庆北,D3073
77000D307400,重庆北,上海南,D3074
5l000D308160,南京南,宜昌东,D3081
42000D30820F,宜昌东,南京南,D3082
5l000D308330,南京南,襄阳,D3083
42000D308409,襄阳,南京南,D3084
39000D30920B,汉口,上海虹桥,D3089
5l000D309060,上海虹桥,汉口,D3090
5l000D309060,上海虹桥,汉口,D3091
39000D30920B,汉口,上海虹桥,D3092
5l000D310182,上海虹桥,福州,D3101
58000D31020P,福州,上海虹桥,D3102
5l000D310362,上海虹桥,福州南,D3103
5n000D31040B,莆田,上海虹桥,D3104
5l000D3107G1,上海虹桥,深圳北,D3107
6i000D31080G,深圳北,上海虹桥,D3108
5j000D310961,温州南,福州,D3109
58000D31100B,福州,温州南,D3110
56000D3111D1,杭州东,深圳北,D3111
6i000D31120B,深圳北,杭州东,D3112
54000D312540,南京,深圳北,D3125
6i000D312609,深圳北,南京,D3126
5l000D313170,上海虹桥,龙岩,D3131
5c000D31330H,龙岩,上海虹桥,D3132
5c000D31330H,龙岩,上海虹桥,D3133
5l000D313170,上海虹桥,龙岩,D3134
54000D3135B1,南京,赣州,D3135
57000D31370D,赣州,南京,D3136
57000D31370D,赣州,南京,D3137
54000D3135B1,南京,赣州,D3138
54000D314140,南京,龙岩,D3141
5c000D31430I,龙岩,南京,D3142
5c000D31430I,龙岩,南京,D3143
54000D314140,南京,龙岩,D3144
5l000D314560,上海虹桥,赣州,D3145
57000D314708,赣州,上海虹桥,D3146
57000D314708,赣州,上海虹桥,D3147
5l000D314560,上海虹桥,赣州,D3148
